mol,cs,logPa,T,dHv,logPa_25
Nc1c(cc(cc1)C(=O)O)OC,COc1cc(C(=O)O)ccc1N,-0.16877030613293661,391.17,,
Nc1c(cc(cc1)C(=O)O)OC,COc1cc(C(=O)O)ccc1N,-0.06348625752110672,393.17,,
Nc1c(cc(cc1)C(=O)O)OC,COc1cc(C(=O)O)ccc1N,-0.07520400420208784,393.17,,
Nc1c(cc(cc1)C(=O)O)OC,COc1cc(C(=O)O)ccc1N,-0.0830199526796178,393.17,,
Nc1c(cc(cc1)C(=O)O)OC,COc1cc(C(=O)O)ccc1N,0.01577875638904093,395.17,,
Nc1c(cc(cc1)C(=O)O)OC,COc1cc(C(=O)O)ccc1N,0.0021660617565076304,395.17,,
Nc1c(cc(cc1)C(=O)O)OC,COc1cc(C(=O)O)ccc1N,-0.012780770091995148,395.17,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.7307206102281014,367.171,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.7337683033101068,367.171,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.7344746647809262,367.171,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.6422556748196244,369.14599999999996,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.6472388082761692,369.14599999999996,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.6399749108106025,369.14599999999996,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.5415132362017931,371.16099999999994,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.5495969138446337,371.16099999999994,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.548060130634897,371.16099999999994,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.4667364832212852,373.164,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.47495519296315475,373.164,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.47082639673827703,373.164,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.368556230986828,375.179,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.37613073164969774,375.179,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.36865771351606724,375.179,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.2870137664056173,377.17199999999997,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.2967086218813386,377.17199999999997,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.29005198348923894,377.17199999999997,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.17613469067548876,379.26,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.1953835830127449,379.26,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.18555262147751236,379.26,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.10067205012234591,381.19,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.1110907407364687,381.19,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.10352889952072274,381.19,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.023054249440757825,383.14,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.02909550184621629,383.14,,
OC(=O)c1cc(C)c(N)cc1,Cc1cc(C(=O)O)ccc1N,-0.024062957516889354,383.14,,
O=[N+]([O-])c1ccc(N=Nc2ccc(N)cc2)cc1,Nc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,-7.5740681843276585,298.15,,
O=[N+]([O-])c1ccc(N=Nc2ccc(N)cc2)cc1,Nc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,-7.397976925271977,298.15,,
S(CC)C1=NN=C(C(C)(C)C)C(=O)N1N,CCSc1nnc(C(C)(C)C)c(=O)n1N,-5.1249387366083,293.15,,
N(=Nc1ccccc1)c1ccc(N)cc1,Nc1ccc(N=Nc2ccccc2)cc1,0.7558748556724915,393.15,,
N(=Nc1ccccc1)c1ccc(N)cc1,Nc1ccc(N=Nc2ccccc2)cc1,0.8591382972945308,393.15,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.8443603662402236,352.212,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.8526328922062135,352.212,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.8645493006544862,352.212,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.7104110474574032,355.189,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.7281583934635011,355.189,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.7384992268017199,355.189,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.5700863022362455,358.162,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.6011922697967355,358.162,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.5922692719736645,358.162,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.431211787684653,361.188,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.45605605751709355,361.188,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.4683933680672778,361.188,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.30557030904291693,364.189,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.30944953848964135,364.189,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.3230321857052415,364.189,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.18039026724841478,367.214,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.18668594105416525,367.214,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.1936843301918865,367.214,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.043303435105349126,370.179,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.05744631966579008,370.179,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,-0.06550154875643228,370.179,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,0.08134730780413249,373.219,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,0.08278537031645007,373.219,,
Nc1c2c(nc(c1)C)cccc2,Cc1cc(N)c2ccccc2n1,0.07700432679335026,373.219,,
c1(ccccc1)Cc2ccc(cc2)O,Oc1ccc(Cc2ccccc2)cc1,-1.435765486161377,313.79999999999995,,
c1(ccccc1)Cc2ccc(cc2)O,Oc1ccc(Cc2ccccc2)cc1,-1.3579022820416653,315.4,,
c1(ccccc1)Cc2ccc(cc2)O,Oc1ccc(Cc2ccccc2)cc1,-1.2655037707664194,317.09999999999997,,
c1(ccccc1)Cc2ccc(cc2)O,Oc1ccc(Cc2ccccc2)cc1,-1.2020772728627434,318.5,,
c1(ccccc1)Cc2ccc(cc2)O,Oc1ccc(Cc2ccccc2)cc1,-1.123049732172201,320.0,,
c1(ccccc1)Cc2ccc(cc2)O,Oc1ccc(Cc2ccccc2)cc1,-0.722809835608583,328.29999999999995,,
c1(ccccc1)Cc2ccc(cc2)O,Oc1ccc(Cc2ccccc2)cc1,-1.0451514840500036,321.79999999999995,,
c1(ccccc1)Cc2ccc(cc2)O,Oc1ccc(Cc2ccccc2)cc1,-0.9623448763203165,323.79999999999995,,
c1(ccccc1)Cc2ccc(cc2)O,Oc1ccc(Cc2ccccc2)cc1,-0.8376716820510158,326.09999999999997,,
c1(ccccc1)Cc2ccc(cc2)O,Oc1ccc(Cc2ccccc2)cc1,-0.617419605122455,330.7,,
c1(ccccc1)Cc2ccc(cc2)O,Oc1ccc(Cc2ccccc2)cc1,-0.5508157246939469,332.09999999999997,,
c1(ccccc1)Cc2ccc(cc2)O,Oc1ccc(Cc2ccccc2)cc1,-0.4008819159153843,335.0,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.8096683018297085,348.67,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.8153085691824012,348.67,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.8181564120552275,348.67,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.7544873321858502,350.14,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.744727494896694,350.14,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.7569619513137056,350.14,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.6946486305533762,351.67,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.6946486305533762,351.67,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.6882461389442457,351.67,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.619788758288394,353.14,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.6108339156354675,353.14,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.619788758288394,353.14,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.5590909179347823,354.65,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.5559552040819237,354.65,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.5559552040819237,354.65,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.48017200622428124,356.17,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.48945498979338786,356.17,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.48678239993206096,356.17,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.4156687756324692,357.67,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.41005039867429227,357.67,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.42481215507233894,357.67,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.348721986001856,359.24,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.36754270781527576,359.24,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.34969247686806354,359.24,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.2865094569060575,360.65,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.3053948010664313,360.65,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.2907300390241692,360.65,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.21538270736712464,362.22,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.20971483596675833,362.22,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.21395878975744578,362.22,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.15989390554324223,363.63,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.15304467498017607,363.63,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.1655792963184674,363.63,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.08618614761628333,365.23,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.08618614761628333,365.23,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.09205147838772766,365.23,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.030584087646018613,366.65,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.030584087646018613,366.65,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.041436116778032536,366.65,,
Brc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Br)cc1,-0.030000139977382705,363.0,,
Brc1ccc(O)cc1,Oc1ccc(Br)cc1,0.19571661241373103,298.15,,
Brc1ccc(O)cc1,Oc1ccc(Br)cc1,-2.0331133754015256,260.2,,
Brc1ccc(O)cc1,Oc1ccc(Br)cc1,-2.0293801620249807,260.2,,
Brc1ccc(O)cc1,Oc1ccc(Br)cc1,-1.2113972546019913,273.2,,
Brc1ccc(O)cc1,Oc1ccc(Br)cc1,-1.2123403483100654,273.2,,
Brc1ccc(O)cc1,Oc1ccc(Br)cc1,0.3704144878225103,301.5,,
Brc1ccc(O)cc1,Oc1ccc(Br)cc1,0.3728750863701671,301.7,,
Brc1ccc(cc1)C,Cc1ccc(Br)cc1,2.1857166124137306,298.15,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.7851561519523022,333.16,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.790484985457369,333.16,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.6757175447023074,335.16,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.6736641390712486,335.16,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.583359492661719,335.16,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.5800442515102421,337.14,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.5816987086802545,337.14,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.583359492661719,337.14,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.4841261562883209,339.17,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.4814860601221125,339.17,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.4907974776688971,339.17,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.37468754903832613,341.17,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.37675070960209955,341.17,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.3893398369101201,341.17,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.28399665636520083,343.16,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.28399665636520083,343.16,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.28232949699773785,343.16,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.19044028536473223,345.15,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.20134935455473107,345.15,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.2062096153091813,345.15,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.0947439512515487,347.13,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.10457745396059209,347.13,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.10790539730951958,347.13,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.00261361560268669,349.15,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.014124642691606345,349.15,,
C(CCC)c1ccc(cc1)C(=O)O,CCCCc1ccc(C(=O)O)cc1,-0.009661145212398569,349.15,,
Clc1cc(c(cc1)O)N(=O)=O,O=[N+]([O-])c1cc(Cl)ccc1O,0.015716612413730402,298.15,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-1.0619809025237896,327.27,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-1.072116589669293,327.27,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.9746941347352298,329.2,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.9829666607012196,329.2,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.978810700930062,329.2,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.889410289700751,331.14,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.8794260687941501,331.14,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.8860566476931632,331.14,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.7644715530924511,333.26,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.790484985457369,333.26,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.7878123955960422,333.26,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.6882461389442457,335.21,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.6840296545430823,335.21,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.6882461389442457,335.21,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.6126101736612706,337.16,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.5934598195660448,337.16,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.6003262785189618,337.16,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.5003129173815962,339.27,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.494850021680094,339.27,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.4962093169428189,339.27,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.40340290437353976,341.15,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.40230481407448765,341.15,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.41005039867429227,341.15,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.3269790928711038,343.12,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.3133637307377066,343.12,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.3187587626244128,343.12,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.2182446253475311,345.25,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.21609642072726507,345.25,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.22112552799726048,345.25,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.12205304837081175,347.15,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.12205304837081175,347.15,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.13018179202067184,347.15,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.039053804266168564,349.13,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.033389013318065645,349.13,,
Clc1c(cc(cc1)N)N(=O)=O,Nc1ccc(Cl)c([N+](=O)[O-])c1,-0.04817696468408802,349.13,,
Clc1ccc(N)cc1,Nc1ccc(Cl)cc1,0.5557166124137305,298.15,57299.99999999998,0.5557166124137305
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,0.06069784035361165,358.4,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,0.2600713879850748,363.2,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,0.42651126136457523,367.7,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,0.47712125471966244,368.2,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,0.6637009253896482,373.2,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,0.8524799936368563,378.3,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,1.04883008652835,382.5,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,1.0962145853464051,384.3,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,1.2543063323312855,388.3,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,1.4129642719966629,393.3,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,1.6012993101943376,398.1,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,1.5875987297212448,398.3,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-1.0915149811213503,333.15,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-1.0969100130080565,333.15,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-1.0969100130080565,333.15,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-1.0222763947111522,334.65,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-1.0177287669604316,334.65,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-1.0268721464003014,334.65,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.906578314837765,337.15,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.906578314837765,337.15,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.9100948885606021,337.15,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.7746907182741372,339.66,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.7878123955960422,339.66,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.790484985457369,339.66,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.6497519816658371,342.15,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.6536470255493614,342.15,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.6695862266508091,342.15,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.5451551399914898,344.63,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.562249437179612,344.63,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.42481215507233894,347.13,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.4353339357479107,347.13,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.4412914294668343,347.13,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.3115801779972894,349.62,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.3187587626244128,349.62,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.3279021420642826,349.62,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.22548303427145044,352.14,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.22621355501880647,352.14,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.10402526764093542,354.65,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.10790539730951958,354.65,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.12147820449879346,354.65,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.057991946977686754,356.14,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.05700040663395948,356.14,,
Clc1ccc(cc1)C(O)=O,O=C(O)c1ccc(Cl)cc1,-0.056011124926228104,356.14,,
Clc1ccc(cc1)C(=O)c2ccccc2,O=C(c1ccccc1)c1ccc(Cl)cc1,-0.8761483590329142,320.099,,
Clc1ccc(cc1)C(=O)c2ccccc2,O=C(c1ccccc1)c1ccc(Cl)cc1,-0.8696662315049939,320.099,,
Clc1ccc(cc1)C(=O)c2ccccc2,O=C(c1ccccc1)c1ccc(Cl)cc1,-0.8601209135987634,320.099,,
Clc1ccc(cc1)C(=O)c2ccccc2,O=C(c1ccccc1)c1ccc(Cl)cc1,-0.7399286120149252,322.29,,
Clc1ccc(cc1)C(=O)c2ccccc2,O=C(c1ccccc1)c1ccc(Cl)cc1,-0.7520267336381934,322.29,,
Clc1ccc(cc1)C(=O)c2ccccc2,O=C(c1ccccc1)c1ccc(Cl)cc1,-0.7399286120149252,322.29,,
Clc1ccc(cc1)C(=O)c2ccccc2,O=C(c1ccccc1)c1ccc(Cl)cc1,-0.6420651529995461,324.272,,
Clc1ccc(cc1)C(=O)c2ccccc2,O=C(c1ccccc1)c1ccc(Cl)cc1,-0.6497519816658371,324.272,,
Clc1ccc(cc1)C(=O)c2ccccc2,O=C(c1ccccc1)c1ccc(Cl)cc1,-0.6497519816658371,324.272,,
Clc1ccc(cc1)C(=O)c2ccccc2,O=C(c1ccccc1)c1ccc(Cl)cc1,-0.5482135644757098,326.141,,
