mol,cs,logPa,T,dHv,logPa_25
Oc1ccc(cc1)O,Oc1ccc(O)cc1,0.4014005407815441,357.6,87541.73980031683,-2.1482747030712
Oc1ccc(cc1)O,Oc1ccc(O)cc1,0.45453998496481873,358.5,87541.73980031683,-2.1272364517874687
Oc1ccc(cc1)O,Oc1ccc(O)cc1,0.48429983934678583,358.6,87541.73980031683,-2.1010334501603123
Oc1ccc(cc1)O,Oc1ccc(O)cc1,0.4756711883244297,359.3,87541.73980031683,-2.1345046338522997
Oc1ccc(cc1)O,Oc1ccc(O)cc1,0.5024271199844327,359.5,87541.73980031683,-2.1148287993234938
Oc1ccc(cc1)O,Oc1ccc(O)cc1,0.6180480967120927,362.2,87541.73980031683,-2.094023850038491
Oc1ccc(cc1)O,Oc1ccc(O)cc1,0.6448323288256362,362.7,87541.73980031683,-2.0846432276144347
Oc1ccc(cc1)O,Oc1ccc(O)cc1,0.6535983818432898,363.3,87541.73980031683,-2.0966982726299186
Oc1ccc(cc1)O,Oc1ccc(O)cc1,0.6683859166900001,363.5,87541.73980031683,-2.0888358292610785
Oc1ccc(cc1)O,Oc1ccc(O)cc1,0.6853834098014874,364.7,87541.73980031683,-2.1132293819501506
Oc1ccc(cc1)O,Oc1ccc(O)cc1,0.7307822756663892,365.2,87541.73980031683,-2.084996504069577
Oc1ccc(cc1)O,Oc1ccc(O)cc1,0.7810369386211319,366.5,87541.73980031683,-2.079154209809238
Oc1ccc(cc1)O,Oc1ccc(O)cc1,0.8282731120520698,367.7,87541.73980031683,-2.0726353361348644
Oc1ccc(cc1)O,Oc1ccc(O)cc1,0.8457180179666587,368.2,87541.73980031683,-2.072077640930918
Oc1ccc(cc1)O,Oc1ccc(O)cc1,0.8637985386805002,368.3,87541.73980031683,-2.057369060145562
Oc1ccc(cc1)O,Oc1ccc(O)cc1,0.8920946026904804,369.2,87541.73980031683,-2.059338257606358
Oc1ccc(cc1)O,Oc1ccc(O)cc1,0.942900541140294,370.8,87541.73980031683,-2.0619744661045827
Oc1ccc(cc1)O,Oc1ccc(O)cc1,0.9268567089496923,371.2,87541.73980031683,-2.091306849381669
Oc1ccc(cc1)O,Oc1ccc(O)cc1,1.0224283711854865,372.1,87541.73980031683,-2.0255299685795127
Oc1ccc(cc1)O,Oc1ccc(O)cc1,1.0212306584797024,373.3,87541.73980031683,-2.066230575715747
Oc1ccc(cc1)O,Oc1ccc(O)cc1,1.0595634179012676,373.3,87541.73980031683,-2.027897816294182
Oc1ccc(cc1)O,Oc1ccc(O)cc1,1.0409976924234905,374.2,87541.73980031683,-2.0759244457355543
Oc1ccc(cc1)O,Oc1ccc(O)cc1,1.129045059887958,375.1,87541.73980031683,-2.017196607595565
Oc1ccc(cc1)O,Oc1ccc(O)cc1,1.154210882206974,376.3,87541.73980031683,-2.0309053281881213
Oc1ccc(cc1)O,Oc1ccc(O)cc1,1.1610683854711745,376.3,87541.73980031683,-2.0240478249239207
Oc1ccc(cc1)O,Oc1ccc(O)cc1,1.160768561861128,377.2,87541.73980031683,-2.0533412349194338
Oc1ccc(cc1)O,Oc1ccc(O)cc1,1.2432861460834461,378.0,87541.73980031683,-1.9964798213187556
Oc1ccc(cc1)O,Oc1ccc(O)cc1,1.2461044841427111,378.4,87541.73980031683,-2.0064488875386677
Oc1ccc(cc1)O,Oc1ccc(O)cc1,1.276921132065774,379.2,87541.73980031683,-2.001126115235485
Oc1ccc(cc1)O,Oc1ccc(O)cc1,1.2693027508693413,379.4,87541.73980031683,-2.0151011665258567
Oc1ccc(cc1)O,Oc1ccc(O)cc1,1.3592661646067485,381.1,87541.73980031683,-1.978900069888387
Oc1ccc(cc1)O,Oc1ccc(O)cc1,1.3628593029586802,381.2,87541.73980031683,-1.978454487722447
Oc1ccc(cc1)O,Oc1ccc(O)cc1,1.377251596478043,382.4,87541.73980031683,-2.001704463946253
O(C)c1ccc(OC)cc1,COc1ccc(OC)cc1,0.2041199826559248,283.2,65540.37699122803,0.8102589763435342
O(C)c1ccc(OC)cc1,COc1ccc(OC)cc1,0.47712125471966244,288.2,65540.37699122803,0.87353927128023
O(C)c1ccc(OC)cc1,COc1ccc(OC)cc1,0.8195439355418687,295.2,65540.37699122803,0.9342879242862775
O(C)c1ccc(OC)cc1,COc1ccc(OC)cc1,0.9542425094393249,298.2,65540.37699122803,0.9523172615976213
O(C)c1ccc(OC)cc1,COc1ccc(OC)cc1,1.1038037209559568,301.2,65540.37699122803,0.9875333249063503
O(C)c1ccc(OC)cc1,COc1ccc(OC)cc1,1.2329961103921538,304.2,65540.37699122803,1.0046358945016647
O(C)c1ccc(OC)cc1,COc1ccc(OC)cc1,1.376576957056512,307.3,65540.37699122803,1.03468977882539
O(C)c1ccc(OC)cc1,COc1ccc(OC)cc1,1.4955443375464486,310.2,65540.37699122803,1.0495087268392351
O(C)c1ccc(OC)cc1,COc1ccc(OC)cc1,1.6414741105040995,313.3,65540.37699122803,1.0862395154261715
O(C)c1ccc(OC)cc1,COc1ccc(OC)cc1,1.7535830588929067,316.2,65540.37699122803,1.098132979168465
O(C)c1ccc(OC)cc1,COc1ccc(OC)cc1,1.88309335857569,319.2,65540.37699122803,1.1258883159923132
O(C)c1ccc(OC)cc1,COc1ccc(OC)cc1,2.0038911662369103,322.2,65540.37699122803,1.146826039060128
O(C)c1ccc(OC)cc1,COc1ccc(OC)cc1,2.1231980750319988,325.2,65540.37699122803,1.168115300246928
O(C)c1ccc(OC)cc1,COc1ccc(OC)cc1,2.197280558125619,327.2,65540.37699122803,1.1778512347272847
Oc1cc(C)c(O)cc1C,Cc1cc(O)c(C)cc1O,-1.4437344158326522,331.84999999999997,,
Oc1cc(C)c(O)cc1C,Cc1cc(O)c(C)cc1O,-1.3699482016717335,332.34999999999997,,
Oc1cc(C)c(O)cc1C,Cc1cc(O)c(C)cc1O,-0.7289701443134016,348.15,,
Oc1cc(C)c(O)cc1C,Cc1cc(O)c(C)cc1O,-0.477158171319602,353.34999999999997,,
Oc1cc(C)c(O)cc1C,Cc1cc(O)c(C)cc1O,-0.1347354904973957,361.15,,
Cc1ccc(cc1)C,Cc1ccc(C)cc1,5.01702982868185,412.479,42130.7388560665,2.9712024683782383
Cc1ccc(cc1)C,Cc1ccc(C)cc1,5.010562645103929,411.918,42130.7388560665,2.972001353208681
Cc1ccc(cc1)C,Cc1ccc(C)cc1,5.003142037083242,411.28,42130.7388560665,2.9728682072194332
Cc1ccc(cc1)C,Cc1ccc(C)cc1,4.996661508720696,410.724,42130.7388560665,2.973630976869829
Cc1ccc(cc1)C,Cc1ccc(C)cc1,4.922979011629002,404.52099999999996,42130.7388560665,2.9821083722372617
Cc1ccc(cc1)C,Cc1ccc(C)cc1,4.824748214341628,396.58,42130.7388560665,2.992808840552468
Cc1ccc(cc1)C,Cc1ccc(C)cc1,4.637079065486834,382.39,42130.7388560665,3.011057683744701
Cc1ccc(cc1)C,Cc1ccc(C)cc1,4.543136801765124,375.72299999999996,42130.7388560665,3.0192341444670276
Cc1ccc(cc1)C,Cc1ccc(C)cc1,4.462061464535216,370.18199999999996,42130.7388560665,3.0258294731638857
Cc1ccc(cc1)C,Cc1ccc(C)cc1,4.370587184241597,367.167,42130.7388560665,2.9831706782577494
Cc1ccc(cc1)C,Cc1ccc(C)cc1,4.291006164849977,359.659,42130.7388560665,3.0287074084838377
Cc1ccc(cc1)C,Cc1ccc(C)cc1,4.220977186093466,354.808,42130.7388560665,3.0423342520770635
Cc1ccc(cc1)C,Cc1ccc(C)cc1,4.1411828445511905,350.03499999999997,42130.7388560665,3.0471137005841413
Cc1ccc(cc1)C,Cc1ccc(C)cc1,4.068940100062779,345.83399999999995,42130.7388560665,3.0512409500268154
Cc1ccc(cc1)C,Cc1ccc(C)cc1,4.014091432055434,342.755,42130.7388560665,3.053554284734159
Cc1ccc(cc1)C,Cc1ccc(C)cc1,3.9537549796850007,339.42999999999995,42130.7388560665,3.0561114912233878
Cc1ccc(cc1)C,Cc1ccc(C)cc1,3.885927071719733,335.769,42130.7388560665,3.0589736092813227
Cc1ccc(cc1)C,Cc1ccc(C)cc1,3.806052569940782,331.56899999999996,42130.7388560665,3.062119351934355
Cc1ccc(cc1)C,Cc1ccc(C)cc1,3.0757166124137307,298.15,42130.7388560665,3.0757166124137307
Cc1ccc(cc1)C,Cc1ccc(C)cc1,3.068,298.15,42130.7388560665,3.068
Cc1ccc(cc1)C,Cc1ccc(C)cc1,2.958,298.15,42130.7388560665,2.958
Cc1ccc(cc1)C,Cc1ccc(C)cc1,1.643415759886248,263.65,42130.7388560665,2.609256987800843
Cc1ccc(cc1)C,Cc1ccc(C)cc1,2.064421072626979,270.65,42130.7388560665,2.814382769009149
Cc1ccc(cc1)C,Cc1ccc(C)cc1,2.189359809235279,273.34999999999997,42130.7388560665,2.859008498264754
Cc1ccc(cc1)C,Cc1ccc(C)cc1,3.0681858617461617,298.15,42130.7388560665,3.0681858617461617
Cc1ccc(cc1)C,Cc1ccc(C)cc1,2.4866296560259533,283.15,42130.7388560665,2.8776407804717197
Cc1ccc(cc1)C,Cc1ccc(C)cc1,3.15428559769357,303.15,42130.7388560665,3.0325474044044185
Cc1ccc(cc1)C,Cc1ccc(C)cc1,3.6341043423394632,323.15,42130.7388560665,3.063085724118725
Cc1ccc(cc1)C,Cc1ccc(C)cc1,3.065716612413731,298.15,42130.7388560665,3.065716612413731
c12c(cccc1)c(ccc2C)C,Cc1ccc(C)c2ccccc12,0.35571661241373026,298.15,53994.81370774634,0.35571661241373026
O=C1c2c(C(=O)c3c1cccc3)c(N(=O)=O)ccc2N(=O)=O,O=C1c2ccccc2C(=O)c2c([N+](=O)[O-])ccc([N+](=O)[O-])c21,0.07720982967048566,220.0,,
O=C1c2c(C(=O)c3c1cccc3)c(N(=O)=O)ccc2N(=O)=O,O=C1c2ccccc2C(=O)c2c([N+](=O)[O-])ccc([N+](=O)[O-])c21,-0.03311337540152565,215.0,,
O=C1c2c(C(=O)c3c1cccc3)c(N(=O)=O)ccc2N(=O)=O,O=C1c2ccccc2C(=O)c2c([N+](=O)[O-])ccc([N+](=O)[O-])c21,-0.18846191072934615,210.0,,
O=C1c2c(C(=O)c3c1cccc3)c(N(=O)=O)ccc2N(=O)=O,O=C1c2ccccc2C(=O)c2c([N+](=O)[O-])ccc([N+](=O)[O-])c21,-0.3936555514893345,205.0,,
O=C1c2c(C(=O)c3c1cccc3)c(N(=O)=O)ccc2N(=O)=O,O=C1c2ccccc2C(=O)c2c([N+](=O)[O-])ccc([N+](=O)[O-])c21,-0.4771581713196019,473.15,,
N(=O)(=O)c1ccc(cc1)N(=O)=O,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,-1.154901959985743,303.0,,
N(=O)(=O)c1ccc(cc1)N(=O)=O,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,-0.638272163982407,323.0,,
O(N(=O)=O)CCCCON(=O)=O,O=[N+]([O-])OCCCCO[N+](=O)[O-],0.08394321232945402,293.15,,
O(N(=O)=O)CCCCON(=O)=O,O=[N+]([O-])OCCCCO[N+](=O)[O-],0.4259318156723416,303.15,,
O(N(=O)=O)CCCCON(=O)=O,O=[N+]([O-])OCCCCO[N+](=O)[O-],0.4259318156723416,303.15,,
O(N(=O)=O)CCCCON(=O)=O,O=[N+]([O-])OCCCCO[N+](=O)[O-],0.4259318156723416,303.15,,
O(N(=O)=O)CCCCON(=O)=O,O=[N+]([O-])OCCCCO[N+](=O)[O-],0.7376856767280959,313.15,,
O(N(=O)=O)CCCCON(=O)=O,O=[N+]([O-])OCCCCO[N+](=O)[O-],0.7376856767280959,313.15,,
O1CCOCC1,C1COCCO1,3.667529297950992,298.15,38299.99999999999,3.667529297950992
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-5.348693685991639,298.15,101700.00000000001,-5.348693685991639
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.8961962790440431,373.27,101700.00000000001,-4.481853668737014
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.8996294548824371,373.27,101700.00000000001,-4.485286844575408
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.9030899869919435,373.27,101700.00000000001,-4.488747376684914
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.8124792791635369,375.22,101700.00000000001,-4.472096627041959
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.8153085691824012,375.22,101700.00000000001,-4.4749259170608235
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.8153085691824012,375.22,101700.00000000001,-4.4749259170608235
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.7328282715969862,377.14,101700.00000000001,-4.464520472310326
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.7235381958267558,377.14,101700.00000000001,-4.455230396540096
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.7399286120149252,377.14,101700.00000000001,-4.471620812728265
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.6307841425898572,379.28,101700.00000000001,-4.44194984441157
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.6345120151091003,379.28,101700.00000000001,-4.445677716930813
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.632644078973981,379.28,101700.00000000001,-4.443809780795694
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.5528419686577808,381.21,101700.00000000001,-4.434917132996983
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.5482135644757098,381.21,101700.00000000001,-4.4302887288149115
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.5512936800949201,381.21,101700.00000000001,-4.4333688444341215
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.46344155742846993,383.28,101700.00000000001,-4.4207761673079915
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.4596705252091263,383.28,101700.00000000001,-4.417005135088648
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.4584207560534191,383.28,101700.00000000001,-4.415755365932941
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.3757179041643317,385.17,101700.00000000001,-4.4010611875627115
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.3757179041643317,385.17,101700.00000000001,-4.4010611875627115
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.3798639450262425,385.17,101700.00000000001,-4.405207228424622
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.28735029837278864,387.12,101700.00000000001,-4.382165239183906
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.30277065724028246,387.12,101700.00000000001,-4.3975855980514
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.20204035626280387,389.27,101700.00000000001,-4.372645492547204
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.20342566678957033,389.27,101700.00000000001,-4.374030803073971
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.19997064075586568,389.27,101700.00000000001,-4.3705757770402665
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.12609840213553863,391.16,101700.00000000001,-4.362640289325843
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.12033079436794646,391.16,101700.00000000001,-4.356872681558251
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.12090412049992724,391.16,101700.00000000001,-4.357446007690231
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.032452023781137915,393.22,101700.00000000001,-4.340139551794762
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.031050319018657353,393.22,101700.00000000001,-4.338737847032281
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-0.03526907894637064,393.22,101700.00000000001,-4.342956606959994
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,0.05576046468773478,395.27,101700.00000000001,-4.321991158842899
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,0.05346260492545529,395.27,101700.00000000001,-4.324289018605179
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,0.05614226205905233,395.27,101700.00000000001,-4.321609361471582
c1cc(ccc1-c1ccccc1)-c1ccccc1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-5.31509817999164,298.15,101700.00000000001,-5.31509817999164
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,3.3002475611940847,387.02099999999996,62499.99999999999,0.7859255437122794
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,3.6012340469164474,403.301,62499.99999999999,0.7464091829470783
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,3.7280452015719727,410.68999999999994,62499.99999999999,0.727583105852128
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,3.9028510593157613,421.455,62499.99999999999,0.6993502415393098
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,4.028001579346858,429.61199999999997,62499.99999999999,0.6774277369393991
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,4.124927879110533,436.206,62499.99999999999,0.6594828573097384
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,4.222274149796562,443.09299999999996,62499.99999999999,0.6405039475801342
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,4.29946371452845,448.75,62499.99999999999,0.6248146249957962
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,4.3981484200086305,456.253,62499.99999999999,0.603865246762898
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,4.398946404901307,456.31399999999996,62499.99999999999,0.6037067195200985
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,4.493778599541865,463.83,62499.99999999999,0.5826093190678838
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,4.586193335698542,471.457,62499.99999999999,0.561160956423584
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,4.675430033466219,205.979,62499.99999999999,9.575098741959419
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,4.762115641442657,213.733,62499.99999999999,9.086792822286986
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,4.845860487792199,221.525,62499.99999999999,8.633277315919361
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,4.927005731189649,229.375,62499.99999999999,8.210073743123976
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,5.0056608888462435,237.283,62499.99999999999,7.81439503774482
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,5.081959066300478,245.249,62499.99999999999,7.443807360474416
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,5.156003669390398,253.275,62499.99999999999,7.096029443420825
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,5.227912401751748,261.357,62499.99999999999,6.7693516975062735
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,5.297672987019454,269.49,62499.99999999999,6.46214456756851
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,5.365413100076178,277.673,62499.99999999999,6.172886156907733
C(C)(C)(C)c1ccc(cc1)C(C)(C)C,CC(C)(C)c1ccc(C(C)(C)C)cc1,5.431299419469352,285.911,62499.99999999999,5.900016124973386
S1CCSCC1,C1CSCCS1,1.0249349772916743,298.15,,
S1CCS(=O)(=O)CC1,O=S1(=O)CCSCC1,-0.8569851997459049,339.43,,
S1CCS(=O)(=O)CC1,O=S1(=O)CCSCC1,-0.7304870557820837,342.36,,
S1CCS(=O)(=O)CC1,O=S1(=O)CCSCC1,-0.5800442515102421,345.48,,
S1CCS(=O)(=O)CC1,O=S1(=O)CCSCC1,-0.46597389394386496,348.45,,
S1CCS(=O)(=O)CC1,O=S1(=O)CCSCC1,-0.3545777306509081,350.89,,
S1CCS(=O)(=O)CC1,O=S1(=O)CCSCC1,-0.21395878975744578,354.52,,
C1OCCS(=O)(=O)C1,O=S1(=O)CCOCC1,-0.9546770212133425,306.93,,
C1OCCS(=O)(=O)C1,O=S1(=O)CCOCC1,-0.8124792791635369,309.94,,
C1OCCS(=O)(=O)C1,O=S1(=O)CCOCC1,-0.6695862266508091,312.74,,
C1OCCS(=O)(=O)C1,O=S1(=O)CCOCC1,-0.518557371497695,315.77,,
C1OCCS(=O)(=O)C1,O=S1(=O)CCOCC1,-0.38615817812393083,318.84,,
C1OCCS(=O)(=O)C1,O=S1(=O)CCOCC1,-0.22621355501880647,321.93,,
C(C=C)C=C,C=CCC=C,4.991226075692495,298.15,25164.21079960108,4.991226075692495
C(C=C)C=C,C=CCC=C,4.990775342301774,298.15,25164.21079960108,4.990775342301774
Cn1c(=O)nc(c(C)c1)NC,CNc1nc(=O)n(C)cc1C,-1.138465589140962,395.87,,
Cn1c(=O)nc(c(C)c1)NC,CNc1nc(=O)n(C)cc1C,-0.7375489102695706,406.16,,
Cn1c(=O)nc(c(C)c1)NC,CNc1nc(=O)n(C)cc1C,-0.6363880201078557,411.1,,
Cn1c(=O)nc(c(C)c1)NC,CNc1nc(=O)n(C)cc1C,-0.4219341161639084,416.19,,
Cn1c(=O)nc(c(C)c1)NC,CNc1nc(=O)n(C)cc1C,-0.2684112348132613,421.08,,
Cn1c(=O)nc(c(C)c1)NC,CNc1nc(=O)n(C)cc1C,-0.10890877353227628,426.05,,
Cn1c(=O)nc(c(C)c1)NC,CNc1nc(=O)n(C)cc1C,0.02530586526477026,431.15,,
O(N(=O)=O)CCCCCON(=O)=O,O=[N+]([O-])OCCCCCO[N+](=O)[O-],-0.24162972441205308,293.15,,
O(N(=O)=O)CCCCCON(=O)=O,O=[N+]([O-])OCCCCCO[N+](=O)[O-],-0.1761281756556208,293.15,,
O(N(=O)=O)CCCCCON(=O)=O,O=[N+]([O-])OCCCCCO[N+](=O)[O-],0.2741209326637403,303.15,,
O(N(=O)=O)CCCCCON(=O)=O,O=[N+]([O-])OCCCCCO[N+](=O)[O-],0.24875346097544623,303.15,,
O(N(=O)=O)CCCCCON(=O)=O,O=[N+]([O-])OCCCCCO[N+](=O)[O-],0.6907496386818781,313.15,,
O(N(=O)=O)CCCCCON(=O)=O,O=[N+]([O-])OCCCCCO[N+](=O)[O-],0.6836103905415262,313.15,,
Brc1c2c(cc3c(c2)cccc3Br)ccc1,Brc1cccc2cc3c(Br)cccc3cc12,-2.167491087293764,358.0,,
Brc1c2c(cc3c(c2)cccc3Br)ccc1,Brc1cccc2cc3c(Br)cccc3cc12,-2.1426675035687315,358.2,,
Brc1c2c(cc3c(c2)cccc3Br)ccc1,Brc1cccc2cc3c(Br)cccc3cc12,-2.070581074285707,360.59999999999997,,
Brc1c2c(cc3c(c2)cccc3Br)ccc1,Brc1cccc2cc3c(Br)cccc3cc12,-1.9507819773298183,362.29999999999995,,
Brc1c2c(cc3c(c2)cccc3Br)ccc1,Brc1cccc2cc3c(Br)cccc3cc12,-1.8761483590329142,363.29999999999995,,
Brc1c2c(cc3c(c2)cccc3Br)ccc1,Brc1cccc2cc3c(Br)cccc3cc12,-1.8239087409443189,365.09999999999997,,
Brc1c2c(cc3c(c2)cccc3Br)ccc1,Brc1cccc2cc3c(Br)cccc3cc12,-1.744727494896694,366.7,,
Brc1c2c(cc3c(c2)cccc3Br)ccc1,Brc1cccc2cc3c(Br)cccc3cc12,-1.6516951369518393,368.5,,
Brc1c2c(cc3c(c2)cccc3Br)ccc1,Brc1cccc2cc3c(Br)cccc3cc12,-1.5482135644757098,370.79999999999995,,
Brc1c2c(cc3c(c2)cccc3Br)ccc1,Brc1cccc2cc3c(Br)cccc3cc12,-1.4814860601221125,372.5,,
Brc1c2c(cc3c(c2)cccc3Br)ccc1,Brc1cccc2cc3c(Br)cccc3cc12,-1.424812155072339,373.09999999999997,,
Brc1c2c(cc3c(c2)cccc3Br)ccc1,Brc1cccc2cc3c(Br)cccc3cc12,-1.3851027839668655,375.59999999999997,,
Brc1c2c(cc3c(c2)cccc3Br)ccc1,Brc1cccc2cc3c(Br)cccc3cc12,-1.3187587626244128,377.79999999999995,,
Brc1c2c(cc3c(c2)cccc3Br)ccc1,Brc1cccc2cc3c(Br)cccc3cc12,-1.1999706407558657,377.9,,
Brc1c2c(cc3c(c2)cccc3Br)ccc1,Brc1cccc2cc3c(Br)cccc3cc12,-1.1752235375244544,378.0,,
Brc1c2c(cc3c(c2)cccc3Br)ccc1,Brc1cccc2cc3c(Br)cccc3cc12,-1.3010299956639813,378.29999999999995,,
Brc1c2c(cc3c(c2)cccc3Br)ccc1,Brc1cccc2cc3c(Br)cccc3cc12,-1.1272611725273312,379.79999999999995,,
Brc1c2c(cc3c(c2)cccc3Br)ccc1,Brc1cccc2cc3c(Br)cccc3cc12,-1.1438755557576996,381.79999999999995,,
Brc1c2c(cc3c(c2)cccc3Br)ccc1,Brc1cccc2cc3c(Br)cccc3cc12,-0.9829666607012196,383.2,,
