ikey,dg_hyd,unit,process,note
VOWAEIGWURALJQ-UHFFFAOYSA-N,-7.351315496785011,atm m3/mol,KWG,henry_pv
IUTLEBGNGJJQJX-GYTVYBDHSA-N,-9.03813528501019,[log(molar/molar)],KGW,ratio
IUTLEBGNGJJQJX-GYTVYBDHSA-N,-4.636575362206651,Pa m3/mol,KWG,henry_pv
IUTLEBGNGJJQJX-GYTVYBDHSA-N,-4.622821825838539,log((atm m3)/mol),KWG,henry_pv
IUTLEBGNGJJQJX-GYTVYBDHSA-N,-6.9406362778179025,(atm m3)/mol,KWG,henry_pv
IUTLEBGNGJJQJX-GYTVYBDHSA-N,-4.574150856494749,kPa m3/mol,KWG,henry_pv
IUTLEBGNGJJQJX-GYTVYBDHSA-N,-3.865520400598843,(Pa m3)/mol,KWG,henry_pv
IUTLEBGNGJJQJX-GYTVYBDHSA-N,-4.630620696233597,(Pa m3)/mol,KWG,henry_pv
IUTLEBGNGJJQJX-GYTVYBDHSA-N,-3.5789882787326244,(Pa m3)/mol,KWG,henry_pv
IUTLEBGNGJJQJX-GYTVYBDHSA-N,-3.876554398379506,log(M/M),KWG,ratio
IUTLEBGNGJJQJX-GYTVYBDHSA-N,-4.624796772254271,log(M/M),KWG,ratio
IUTLEBGNGJJQJX-GYTVYBDHSA-N,-3.5879691772946107,log(M/M),KWG,ratio
IUTLEBGNGJJQJX-GYTVYBDHSA-N,-4.622821825838539,atm m3/mol,KWG,henry_pv
LWLJUMBEZJHXHV-UHFFFAOYSA-N,-3.617109095894449,atm m3/mol,KWG,henry_pv
LNJNFVJKDJYTEU-UHFFFAOYSA-N,-5.983257071363718,atm m3/mol,KWG,henry_pv
KLKFAASOGCDTDT-UHFFFAOYSA-N,-3.4976231469334653,atm m3/mol,KWG,henry_pv
ONRKZUKDJKPIEX-UHFFFAOYSA-N,-6.27,kcal/mol,FEOH,energy
ONRKZUKDJKPIEX-UHFFFAOYSA-N,-6.27,kcal/mol,DGS,energy
OIFBSDVPJOWBCH-UHFFFAOYSA-N,-3.7657955371616407,M/M,KWG,ratio
OIFBSDVPJOWBCH-UHFFFAOYSA-N,-3.5279062165261945,M/M,KWG,ratio
OIFBSDVPJOWBCH-UHFFFAOYSA-N,-3.242474634283433,M/M,KWG,ratio
OIFBSDVPJOWBCH-UHFFFAOYSA-N,-3.250999743559615,M/M,KWG,ratio
OIFBSDVPJOWBCH-UHFFFAOYSA-N,-3.016931752302647,M/M,KWG,ratio
OIFBSDVPJOWBCH-UHFFFAOYSA-N,-2.780641571748786,M/M,KWG,ratio
OIFBSDVPJOWBCH-UHFFFAOYSA-N,-3.3256257320447293,atm m3/mol,KWG,henry_pv
CETBSQOFQKLHHZ-UHFFFAOYSA-N,-1.6,kcal/mol,DGS,energy
CETBSQOFQKLHHZ-UHFFFAOYSA-N,-1.63,kcal/mol,DGS,energy
CETBSQOFQKLHHZ-UHFFFAOYSA-N,-1.63,kcal/mol,FEOH,energy
CETBSQOFQKLHHZ-UHFFFAOYSA-N,-1.64,kcal/mol,FEOH,energy
CETBSQOFQKLHHZ-UHFFFAOYSA-N,-1.6370962025678835,log(M/M),KGW,ratio
CETBSQOFQKLHHZ-UHFFFAOYSA-N,-1.6370962025678835,log(M/M),KGW,ratio
CETBSQOFQKLHHZ-UHFFFAOYSA-N,-1.6370962025678835,log(M/M),KGW,ratio
CETBSQOFQKLHHZ-UHFFFAOYSA-N,-1.6449345386169922,M/M,KGW,ratio
CETBSQOFQKLHHZ-UHFFFAOYSA-N,-1.6370962025678835,log(M/M),KGW,ratio
CETBSQOFQKLHHZ-UHFFFAOYSA-N,-1.4597441139563627,log(M/M),KWG,ratio
CETBSQOFQKLHHZ-UHFFFAOYSA-N,1.4176986678605679,M/M,KWG,ratio
CETBSQOFQKLHHZ-UHFFFAOYSA-N,-1.4205023854093284,kPa/M,KWG,henry_pv
CETBSQOFQKLHHZ-UHFFFAOYSA-N,-1.4067854665385333,atm m3/mol,KWG,henry_pv
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.8,kcal/mol,DGS,energy
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.75,kcal/mol,DGS,energy
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.64,kCal/mol,DGS,energy
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.64,kCal/mol,DGS,energy
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.63,kCal/mol,DGS,energy
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.6,kCal/mol,DGS,energy
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.64,kcal/mol,DGS,energy
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.76,kCal/mol,DGS,energy
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.63,kcal/mol,DGS,energy
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.63,kcal/mol,DGS,energy
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.63480104,kJ/mol,FEOH,energy
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.63480104,kJ/mol,FEOH,energy
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.76,kcal/mol,FEOH,energy
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.59,kcal/mol,FEOH,energy
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.5961687975036862,log(M/M),KGW,ratio
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.5961687975036862,log(M/M),KGW,ratio
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.5961687975036862,log(M/M),KGW,ratio
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.773520886115207,log(M/M),KGW,ratio
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.5961687975036862,log(M/M),KGW,ratio
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.5961687975036862,log(M/M),KGW,ratio
RTZKZFJDLAIYFH-UHFFFAOYSA-N,1.8809447430878892,log(M/M),KGW,ratio
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.569400915606928,log(M/M),KWG,ratio
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.7805982350751295,M/M,KWG,ratio
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.5486204340619798,M/M,KWG,ratio
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.7714721523065478,Pa/mf,KWG,henry_px
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.5961687975036862,log(M/M),KWG,ratio
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.7735208861152072,log(M/M),KWG,ratio
RTZKZFJDLAIYFH-UHFFFAOYSA-N,-1.7716753911179994,atm m3/mol,KWG,henry_pv
IYXGSMUGOJNHAZ-UHFFFAOYSA-N,-5.547482008142608,atm m3/mol,KWG,henry_pv
WYACBZDAHNBPPB-UHFFFAOYSA-N,-5.51723259177543,atm m3/mol,KWG,henry_pv
RHMZKSWPMYAOAZ-UHFFFAOYSA-N,-5.32,kcal/mol,FEOH,energy
FLKPEMZONWLCSK-UHFFFAOYSA-N,-6.279931754568853,atm m3/mol,KWG,henry_pv
LKKOGZVQGQUVHF-UHFFFAOYSA-N,-6.462811527174749,atm m3/mol,KWG,henry_pv
DKMROQRQHGEIOW-UHFFFAOYSA-N,-6.366587649170305,atm m3/mol,KWG,henry_pv
DENRZWYUOJLTMF-UHFFFAOYSA-N,-4.637013853182343,atm m3/mol,KWG,henry_pv
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.4,kcal/mol,DGS,energy
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.3,kCal/mol,DGS,energy
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.43,kcal/mol,DGS,energy
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.43,kCal/mol,DGS,energy
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.43,kCal/mol,DGS,energy
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.4,kcal/mol,DGS,energy
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.4,kcal/mol,DGS,energy
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.4316459400000001,kJ/mol,FEOH,energy
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.4316459400000001,kJ/mol,FEOH,energy
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.43,kcal/mol,FEOH,energy
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.46,kcal/mol,FEOH,energy
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.4597441139563627,log(M/M),KGW,ratio
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.4597441139563627,log(M/M),KGW,ratio
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.4342465939755213,M/atm,KGW,henry_cp
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.4597441139563627,log(M/M),KGW,ratio
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.9781579114361925,log(M/M),KGW,ratio
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.4618093177668612,M/M,KGW,ratio
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.4597441139563627,log(M/M),KGW,ratio
LJSQFQKUNVCTIA-UHFFFAOYSA-N,1.7111196913516107,log(M/M),KGW,ratio
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.4352640852131735,log(M/M),KWG,ratio
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.4597441139563627,log(M/M),KWG,ratio
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.9369007783857062,kPa/M,KWG,henry_pv
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.4597441139563627,log(M/M),KWG,ratio
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.9814110950011399,atm/mf,KWG,henry_px
LJSQFQKUNVCTIA-UHFFFAOYSA-N,-1.962707338546413,atm m3/mol,KWG,henry_pv
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.1,kcal/mol,DGS,energy
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.06,kcal/mol,DGS,energy
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.07,kCal/mol,DGS,energy
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.07,kCal/mol,DGS,energy
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.07,kCal/mol,DGS,energy
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.1,kCal/mol,DGS,energy
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.1,kcal/mol,DGS,energy
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.1,kcal/mol,DGS,energy
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.063102,kJ/mol,FEOH,energy
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.06788212,kJ/mol,FEOH,energy
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.07,kcal/mol,FEOH,energy
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.07,kcal/mol,FEOH,energy
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.079098038064976,log(M/M),KGW,ratio
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.079098038064976,log(M/M),KGW,ratio
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.064933010061436,M/atm,KGW,henry_cp
HPNMFZURTQLUMO-UHFFFAOYSA-N,-2.7006861745882,mol/(L atm),KGW,henry_cp
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.079098038064976,log(M/M),KGW,ratio
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.0654555697102435,log(M/M),KGW,ratio
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.079098038064976,log(M/M),KGW,ratio
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.079098038064976,log(M/M),KGW,ratio
HPNMFZURTQLUMO-UHFFFAOYSA-N,4.924498671812358,log(M/M),KGW,ratio
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.145486153766372,mm Hg/M,KWG,henry_pv
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.181938923605788,mm Hg/M,KWG,henry_pv
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.182013011998107,mm Hg/M,KWG,henry_pv
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.170602138483804,mm Hg/M,KWG,henry_pv
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.0654555697102435,log(M/M),KWG,ratio
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.068200671188797,atm m3/mol,KWG,henry_pv
HPNMFZURTQLUMO-UHFFFAOYSA-N,-4.068199507711023,Pa/mf,KWG,henry_px
LYAGTVMJGHTIDH-UHFFFAOYSA-N,-6.544957477088878,atm m3/mol,KWG,henry_pv
BQYJATMQXGBDHF-UHFFFAOYSA-N,-12.876682022332302,atm m3/mol,KWG,henry_pv
JHELOZJAKXYVBE-UHFFFAOYSA-N,-5.987068661311775,atm m3/mol,KWG,henry_pv
QQQYTWIFVNKMRW-UHFFFAOYSA-N,-9.175643893174792,atm m3/mol,KWG,henry_pv
WYEHFWKAOXOVJD-UHFFFAOYSA-N,-6.652980241438177,atm m3/mol,KWG,henry_pv
NEKULYKCZPJMMJ-UHFFFAOYSA-N,-8.035743736167868,atm m3/mol,KWG,henry_pv
RWRIWBAIICGTTQ-UHFFFAOYSA-N,-0.4407878285422506,Pa/mf,KWG,henry_px
RWRIWBAIICGTTQ-UHFFFAOYSA-N,-2.564784050689684,log(M/M),KWG,ratio
KCXZNSGUUQJJTR-UHFFFAOYSA-N,-4.06357185957816,atm m3/mol,KWG,henry_pv
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.3,kcal/mol,DGS,energy
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.33,kcal/mol,FEOH,energy
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.346504557013966,log(M/M),KGW,ratio
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.0923835715044343,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.0930604514683377,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.0921014145463395,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.12690256836674,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.12967008207542,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.131535780957351,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.1303730025410768,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.128568364379996,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.1930863462975116,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.1902733248966633,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.194584811847053,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.195219880308721,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.1946424893627245,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.1929138648500714,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.191534957184698,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.1923964308339285,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.192454025544041,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.1916500850234018,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.2420794283651126,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.2440797867130167,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.245111364006746,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.245896885785071,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.242891922965724,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.2469158581365782,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.2464202179787733,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.2406388793118546,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.242154629919438,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.2437324556397087,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.296399775979554,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.2944685282918953,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.294848403834269,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.2971619953640814,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.296839296332204,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.346670741097744,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.3419274747518375,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.344470859018974,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.3465073805030987,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.346403028505999,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.3863751304494816,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.3828545819136395,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.3847358156627685,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.3835696671661575,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.338309696540883,BUNSEN,KGW,bunsen
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.337000144956891,mf/atm,KGW,henry_xp
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.344164914581296,M/M,KGW,ratio
UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.4010744304328955,log(M/M),KWG,ratio
NZZFYRREKKOMAT-UHFFFAOYSA-N,-2.5,kcal/mol,DGS,energy
NZZFYRREKKOMAT-UHFFFAOYSA-N,-2.49,kCal/mol,DGS,energy
NZZFYRREKKOMAT-UHFFFAOYSA-N,-2.49,kcal/mol,DGS,energy
NZZFYRREKKOMAT-UHFFFAOYSA-N,-2.49,kcal/mol,FEOH,energy
NZZFYRREKKOMAT-UHFFFAOYSA-N,-2.5102141772707545,log(M/M),KGW,ratio
NZZFYRREKKOMAT-UHFFFAOYSA-N,-2.564784050689684,log(M/M),KGW,ratio
NZZFYRREKKOMAT-UHFFFAOYSA-N,-2.564784050689684,log(M/M),KGW,ratio
NZZFYRREKKOMAT-UHFFFAOYSA-N,-2.511048059876692,atm m3/mol,KWG,henry_pv
ZVFDTKUVRCTHQE-UHFFFAOYSA-N,-5.925236930927857,atm m3/mol,KWG,henry_pv
HBGGXOJOCNVPFY-UHFFFAOYSA-N,-5.750799842682912,atm m3/mol,KWG,henry_pv
IJFPVINAQGWBRJ-UHFFFAOYSA-N,-3.9448871260018263,atm m3/mol,KWG,henry_pv
AQZGPSLYZOOYQP-UHFFFAOYSA-N,-1.6701102914871593,atm m3/mol,KWG,henry_pv
MVUUAIHDSOOJLK-UHFFFAOYSA-N,-4.233251170678431,atm m3/mol,KWG,henry_pv
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-0.53,kcal/mol,DGS,energy
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-0.53,kCal/mol,DGS,energy
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-0.53,kCal/mol,DGS,energy
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-0.53,kCal/mol,DGS,energy
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-0.53,kCal/mol,DGS,energy
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-0.53,kcal/mol,DGS,energy
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-0.53298338,kJ/mol,FEOH,energy
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-0.53,kcal/mol,FEOH,energy
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-0.53,kcal/mol,FEOH,energy
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-0.5320562658345621,log(M/M),KGW,ratio
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-0.5320562658345621,log(M/M),KGW,ratio
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-0.5320562658345621,log(M/M),KGW,ratio
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-1.4051742405374332,log(M/M),KGW,ratio
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-0.5320562658345621,log(M/M),KGW,ratio
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-0.5320562658345621,log(M/M),KGW,ratio
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-0.5231336385356427,log(M/M),KWG,ratio
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-1.335659228879968,(Pa m3)/mol,KWG,henry_pv
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-1.4053616724879276,Pa/mf,KWG,henry_px
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-0.5320562658345621,log(M/M),KWG,ratio
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-1.4051742405374332,log(M/M),KWG,ratio
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,-1.4060166725661007,atm m3/mol,KWG,henry_pv
XYWDPYKBIRQXQS-UHFFFAOYSA-N,-1.21,kcal/mol,FEOH,energy
XYWDPYKBIRQXQS-UHFFFAOYSA-N,-1.2141796835711802,log(M/M),KGW,ratio
XYWDPYKBIRQXQS-UHFFFAOYSA-N,-1.2141796835711802,log(M/M),KGW,ratio
XYWDPYKBIRQXQS-UHFFFAOYSA-N,-1.2141796835711802,log(M/M),KGW,ratio
XYWDPYKBIRQXQS-UHFFFAOYSA-N,-1.2070792753087873,M/M,KGW,ratio
XYWDPYKBIRQXQS-UHFFFAOYSA-N,-1.2141796835711802,log(M/M),KGW,ratio
XYWDPYKBIRQXQS-UHFFFAOYSA-N,-1.2005372152164477,log(M/M),KWG,ratio
XYWDPYKBIRQXQS-UHFFFAOYSA-N,-1.2005372152164477,log(M/M),KWG,ratio
UAOMVDZJSHZZME-UHFFFAOYSA-N,-3.22,kcal/mol,FEOH,energy
UAOMVDZJSHZZME-UHFFFAOYSA-N,-3.219622531716837,log(M/M),KGW,ratio
UAOMVDZJSHZZME-UHFFFAOYSA-N,-3.219622531716837,log(M/M),KGW,ratio
UAOMVDZJSHZZME-UHFFFAOYSA-N,-3.219622531716837,log(M/M),KGW,ratio
UAOMVDZJSHZZME-UHFFFAOYSA-N,-3.287834873490499,log(M/M),KGW,ratio
UAOMVDZJSHZZME-UHFFFAOYSA-N,-3.219622531716837,log(M/M),KGW,ratio
UAOMVDZJSHZZME-UHFFFAOYSA-N,-1.8553756962436014,log(M/M),KWG,ratio
UAOMVDZJSHZZME-UHFFFAOYSA-N,-3.219622531716837,log(M/M),KWG,ratio
UAOMVDZJSHZZME-UHFFFAOYSA-N,-3.2827614045879137,atm m3/mol,KWG,henry_pv
UAOMVDZJSHZZME-UHFFFAOYSA-N,-3.2831487982598846,Pa/mf,KWG,henry_px
AUIKJTGFPFLMFP-UHFFFAOYSA-N,-4.983970654578155,atm m3/mol,KWG,henry_pv
BWUPSGJXXPATLU-UHFFFAOYSA-N,-7.705539504215162,atm m3/mol,KWG,henry_pv
AFRRABLGSIKEJZ-UHFFFAOYSA-N,-9.783107385071425,atm m3/mol,KWG,henry_pv
IKYICRRUVNIHPP-UHFFFAOYSA-N,-8.731179747028712,log(M/M),KGW,ratio
IKYICRRUVNIHPP-UHFFFAOYSA-N,-8.594975441396597,atm m3/mol,KWG,henry_pv
JLYFCTQDENRSOL-UHFFFAOYSA-N,-7.468894675932155,atm m3/mol,KWG,henry_pv
PHVNLLCAQHGNKU-UHFFFAOYSA-N,-12.314816783088373,atm m3/mol,KWG,henry_pv
CJHXCRMKMMBYJQ-UHFFFAOYSA-N,-9.702074395392412,atm m3/mol,KWG,henry_pv
MCWXGJITAZMZEV-UHFFFAOYSA-N,-11.416771066495256,log((atm m3)/mol),KWG,henry_pv
MCWXGJITAZMZEV-UHFFFAOYSA-N,-11.415148569002662,atm m3/mol,KWG,henry_pv
NKDDWNXOKDWJAK-UHFFFAOYSA-N,-2.93,kcal/mol,DGS,energy
NKDDWNXOKDWJAK-UHFFFAOYSA-N,-2.93,kCal/mol,DGS,energy
NKDDWNXOKDWJAK-UHFFFAOYSA-N,-2.92,kCal/mol,DGS,energy
NKDDWNXOKDWJAK-UHFFFAOYSA-N,-2.9326036199999996,kJ/mol,FEOH,energy
NKDDWNXOKDWJAK-UHFFFAOYSA-N,-2.9339159894505245,Pa/mf,KWG,henry_px
NKDDWNXOKDWJAK-UHFFFAOYSA-N,-2.933821347475108,atm m3/mol,KWG,henry_pv
IEJIGPNLZYLLBP-UHFFFAOYSA-N,-3.8383435311603655,M/M,KWG,ratio
IEJIGPNLZYLLBP-UHFFFAOYSA-N,-3.7119555546222953,M/M,KWG,ratio
IEJIGPNLZYLLBP-UHFFFAOYSA-N,-3.531189625140948,M/M,KWG,ratio
IEJIGPNLZYLLBP-UHFFFAOYSA-N,-3.5108738678093885,M/M,KWG,ratio
IEJIGPNLZYLLBP-UHFFFAOYSA-N,-3.3199637796441186,M/M,KWG,ratio
IEJIGPNLZYLLBP-UHFFFAOYSA-N,-3.172309868791084,M/M,KWG,ratio
WQOXQRCZOLPYPM-UHFFFAOYSA-N,-1.8,kcal/mol,DGS,energy
WQOXQRCZOLPYPM-UHFFFAOYSA-N,-1.83,kcal/mol,DGS,energy
WQOXQRCZOLPYPM-UHFFFAOYSA-N,-1.83,kcal/mol,DGS,energy
WQOXQRCZOLPYPM-UHFFFAOYSA-N,-1.83,kcal/mol,FEOH,energy
WQOXQRCZOLPYPM-UHFFFAOYSA-N,-1.83,kcal/mol,FEOH,energy
WQOXQRCZOLPYPM-UHFFFAOYSA-N,-1.8417332278888687,log(M/M),KGW,ratio
WQOXQRCZOLPYPM-UHFFFAOYSA-N,-1.8372913146870602,M/M,KGW,ratio
WQOXQRCZOLPYPM-UHFFFAOYSA-N,-1.7871633544699397,log(M/M),KWG,ratio
WQOXQRCZOLPYPM-UHFFFAOYSA-N,1.75095695247717,M/M,KWG,ratio
WQOXQRCZOLPYPM-UHFFFAOYSA-N,-1.7416622079069204,atm m3/mol,KWG,henry_pv
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.8779156255125635,log(M/M),KWG,ratio
LCGLNKUTAGEVQW-UHFFFAOYSA-N,-1.9099455696625305,log(M/M),KWG,ratio
BEPAFCGSDWSTEL-UHFFFAOYSA-N,-7.488645818520486,mol/(L atm),KGW,henry_cp
