ikey,dg_hyd,unit,process,note
CUAUDSWILJWDOD-UHFFFAOYSA-N,-6.027200598424597,M/atm,KGW,henry_cp
CUAUDSWILJWDOD-UHFFFAOYSA-N,-5.935824333368694,M/atm,KGW,henry_cp
CUAUDSWILJWDOD-UHFFFAOYSA-N,-5.743629262826136,M/atm,KGW,henry_cp
CUAUDSWILJWDOD-UHFFFAOYSA-N,-5.637716399803455,M/atm,KGW,henry_cp
CUAUDSWILJWDOD-UHFFFAOYSA-N,-5.230735950028118,M/atm,KGW,henry_cp
CUAUDSWILJWDOD-UHFFFAOYSA-N,-5.966918528343011,M/atm,KGW,henry_cp
CUAUDSWILJWDOD-UHFFFAOYSA-N,-5.871709288006132,M/atm,KGW,henry_cp
CUAUDSWILJWDOD-UHFFFAOYSA-N,-5.670414476129959,M/atm,KGW,henry_cp
CUAUDSWILJWDOD-UHFFFAOYSA-N,-5.56924624360167,M/atm,KGW,henry_cp
CUAUDSWILJWDOD-UHFFFAOYSA-N,-5.146440724283344,M/atm,KGW,henry_cp
GETTZEONDQJALK-UHFFFAOYSA-N,-0.25,kcal/mol,FEOH,energy
GETTZEONDQJALK-UHFFFAOYSA-N,-0.24556443038518255,log(M/M),KGW,ratio
GETTZEONDQJALK-UHFFFAOYSA-N,-0.24556443038518255,log(M/M),KWG,ratio
GETTZEONDQJALK-UHFFFAOYSA-N,-0.24556443038518255,log(M/M),KGW,ratio
GETTZEONDQJALK-UHFFFAOYSA-N,-0.24556443038518255,log(M/M),KGW,ratio
GETTZEONDQJALK-UHFFFAOYSA-N,-0.23356673280335932,Pa/mf,KWG,henry_px
GETTZEONDQJALK-UHFFFAOYSA-N,-1.623453734213151,log(M/M),KWG,ratio
YTZKOQUCBOVLHL-UHFFFAOYSA-N,-0.44,kcal/mol,DGS,energy
YTZKOQUCBOVLHL-UHFFFAOYSA-N,-0.44,kCal/mol,DGS,energy
YTZKOQUCBOVLHL-UHFFFAOYSA-N,-0.43738098000000003,kJ/mol,FEOH,energy
YTZKOQUCBOVLHL-UHFFFAOYSA-N,-0.43738098000000003,kJ/mol,FEOH,energy
YTZKOQUCBOVLHL-UHFFFAOYSA-N,-0.44,kcal/mol,FEOH,energy
YTZKOQUCBOVLHL-UHFFFAOYSA-N,-0.4365589873514356,log(M/M),KGW,ratio
YTZKOQUCBOVLHL-UHFFFAOYSA-N,-0.4365589873514356,log(M/M),KGW,ratio
YTZKOQUCBOVLHL-UHFFFAOYSA-N,-0.3683466455777738,log(M/M),KGW,ratio
YTZKOQUCBOVLHL-UHFFFAOYSA-N,-0.4365589873514356,log(M/M),KGW,ratio
YTZKOQUCBOVLHL-UHFFFAOYSA-N,-0.4645806972857383,M/M,KWG,ratio
YTZKOQUCBOVLHL-UHFFFAOYSA-N,-0.42079030452166793,M/M,KWG,ratio
YTZKOQUCBOVLHL-UHFFFAOYSA-N,-0.34986616952186916,M/M,KWG,ratio
YTZKOQUCBOVLHL-UHFFFAOYSA-N,-0.2133127606962185,M/M,KWG,ratio
YTZKOQUCBOVLHL-UHFFFAOYSA-N,-0.10915311623115347,M/M,KWG,ratio
YTZKOQUCBOVLHL-UHFFFAOYSA-N,-0.42985742546458955,kPa m3/mol,KWG,henry_pv
YTZKOQUCBOVLHL-UHFFFAOYSA-N,-0.4365589873514356,log(M/M),KWG,ratio
YTZKOQUCBOVLHL-UHFFFAOYSA-N,-0.36558871533068205,atm m3/mol,KWG,henry_pv
QHTJSSMHBLGUHV-UHFFFAOYSA-N,-0.18,kcal/mol,DGS,energy
QHTJSSMHBLGUHV-UHFFFAOYSA-N,-0.17686443999999998,kJ/mol,FEOH,energy
QHTJSSMHBLGUHV-UHFFFAOYSA-N,-0.17686443999999998,kJ/mol,FEOH,energy
YNWVFADWVLCOPU-MAUPQMMJSA-N,-5.527961274887551,atm m3/mol,KWG,henry_pv
YNWVFADWVLCOPU-MAUPQMMJSA-N,-5.227188337389951,atm m3/mol,KWG,henry_pv
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.3,kCal/mol,DGS,energy
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.3,kCal/mol,DGS,energy
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.3,kcal/mol,DGS,energy
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.31,kCal/mol,DGS,energy
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.30114756,kJ/mol,FEOH,energy
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.3,kcal/mol,FEOH,energy
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.4638439240609003,log(M/M),KGW,ratio
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.30013430380411193,log(M/M),KGW,ratio
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.30013430380411193,log(M/M),KGW,ratio
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.30013430380411193,log(M/M),KGW,ratio
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.30013430380411193,log(M/M),KGW,ratio
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.5333241442951729,M/M,KWG,ratio
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.4662644875846772,M/M,KWG,ratio
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.37567501636045286,M/M,KWG,ratio
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.23445389738851696,M/M,KWG,ratio
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.16364239427155045,M/M,KWG,ratio
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.3059582277834394,log((Pa m3)/mol),KWG,henry_pv
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.4471832554934334,Pa/mf,KWG,henry_px
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.30586345601392295,(atm m3)/mol,KWG,henry_pv
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-1.7466801674793115,kPa m3/mol,KWG,henry_pv
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.30013430380411193,log(M/M),KWG,ratio
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.30013430380411193,log(M/M),KWG,ratio
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.44727448279635607,atm m3/mol,KWG,henry_pv
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.30114756,kJ/mol,FEOH,energy
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.450201455706168,log(M/M),KGW,ratio
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.38177757253575306,kPa m3/mol,KWG,henry_pv
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.30894032990519327,kPa m3/mol,KWG,henry_pv
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.05812634654162344,kPa m3/mol,KWG,henry_pv
RWGFKTVRMDUZSP-UHFFFAOYSA-N,-0.450201455706168,log(M/M),KWG,ratio
ZJMWRROPUADPEA-UHFFFAOYSA-N,-0.450201455706168,log(M/M),KGW,ratio
ZJMWRROPUADPEA-UHFFFAOYSA-N,-0.195128505324903,Pa/mf,KWG,henry_px
ZJMWRROPUADPEA-UHFFFAOYSA-N,-0.1951414392847846,atm m3/mol,KWG,henry_pv
ZJMWRROPUADPEA-UHFFFAOYSA-N,-0.45,kcal/mol,DGS,energy
ZJMWRROPUADPEA-UHFFFAOYSA-N,-0.44933127999999994,kJ/mol,FEOH,energy
ZJMWRROPUADPEA-UHFFFAOYSA-N,-0.44933127999999994,kJ/mol,FEOH,energy
ZJMWRROPUADPEA-UHFFFAOYSA-N,-0.45,kcal/mol,FEOH,energy
ZJMWRROPUADPEA-UHFFFAOYSA-N,-0.450201455706168,log(M/M),KGW,ratio
ZJMWRROPUADPEA-UHFFFAOYSA-N,-0.450201455706168,log(M/M),KGW,ratio
ZJMWRROPUADPEA-UHFFFAOYSA-N,-0.3303794370234632,M/M,KWG,ratio
ZJMWRROPUADPEA-UHFFFAOYSA-N,-0.2819593830602358,M/M,KWG,ratio
ZJMWRROPUADPEA-UHFFFAOYSA-N,-0.20681229564376633,M/M,KWG,ratio
ZJMWRROPUADPEA-UHFFFAOYSA-N,-0.07161038312553542,M/M,KWG,ratio
ZJMWRROPUADPEA-UHFFFAOYSA-N,0.02660183196944155,M/M,KWG,ratio
ZJMWRROPUADPEA-UHFFFAOYSA-N,-0.3385254795659331,kPa m3/mol,KWG,henry_pv
ZJMWRROPUADPEA-UHFFFAOYSA-N,-0.450201455706168,log(M/M),KWG,ratio
ZJMWRROPUADPEA-UHFFFAOYSA-N,-0.341061708868309,log(M/M),KWG,ratio
OAYXUHPQHDHDDZ-UHFFFAOYSA-N,-8.75091906665586,atm cm3/mol,KWG,henry_pv
WMPPDTMATNBGJN-UHFFFAOYSA-N,-1.646520097024979,Pa/mf,KWG,henry_px
WMPPDTMATNBGJN-UHFFFAOYSA-N,-1.6462486154873115,atm m3/mol,KWG,henry_pv
WHKUVVPPKQRRBV-UHFFFAOYSA-N,-10.13701038007598,(Pa m3)/mol,KWG,henry_pv
KCXMKQUNVWSEMD-UHFFFAOYSA-N,-1.923588038017263,log(M/M),KGW,ratio
KCXMKQUNVWSEMD-UHFFFAOYSA-N,-14.53740946914128,MPa/mf,KWG,henry_px
KCXMKQUNVWSEMD-UHFFFAOYSA-N,-2.419812876876434,Pa/mf,KWG,henry_px
KCXMKQUNVWSEMD-UHFFFAOYSA-N,-2.419703409250796,atm m3/mol,KWG,henry_pv
KCXMKQUNVWSEMD-UHFFFAOYSA-N,-2.414716898787628,log(M/M),KGW,ratio
KCXMKQUNVWSEMD-UHFFFAOYSA-N,-2.414716898787628,log(M/M),KGW,ratio
KCXMKQUNVWSEMD-UHFFFAOYSA-N,-2.1691524684024457,log(M/M),KWG,ratio
KVZJLSYJROEPSQ-OCAPTIKFSA-N,1.5881413809521039,atm m3/mol,KWG,henry_pv
CAHQGWAXKLQREW-UHFFFAOYSA-N,-2.4401864076348105,atm m3/mol,KWG,henry_pv
BATOPAZDIZEVQF-MQQKCMAXSA-N,-4.64,kcal/mol,DGS,energy
BATOPAZDIZEVQF-MQQKCMAXSA-N,-4.63,kCal/mol,DGS,energy
BATOPAZDIZEVQF-MQQKCMAXSA-N,-4.63432634,kJ/mol,FEOH,energy
BATOPAZDIZEVQF-MQQKCMAXSA-N,-4.63432634,kJ/mol,FEOH,energy
BATOPAZDIZEVQF-MQQKCMAXSA-N,-4.634554582949261,M/atm,KGW,henry_cp
BATOPAZDIZEVQF-MQQKCMAXSA-N,-4.635628903958728,M/M,KWG,ratio
IHPKGUQCSIINRJ-UHFFFAOYSA-N,0.1748627024583478,(Pa m3)/mol,KWG,henry_pv
KFUSEUYYWQURPO-UHFFFAOYSA-N,-0.8071321497586602,kPa m3/mol,KWG,henry_pv
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.8,kcal/mol,DGS,energy
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.76,kcal/mol,DGS,energy
KFUSEUYYWQURPO-OWOJBTEDSA-N,-1.73,kcal/mol,DGS,energy
KFUSEUYYWQURPO-OWOJBTEDSA-N,-1.73,kCal/mol,DGS,energy
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.7648192,kJ/mol,FEOH,energy
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.76,kcal/mol,FEOH,energy
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.78,kcal/mol,FEOH,energy
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.7776206962197445,log(M/M),KGW,ratio
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.7776206962197445,log(M/M),KGW,ratio
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.7776206962197445,log(M/M),KGW,ratio
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.7776206962197445,log(M/M),KGW,ratio
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.7776206962197445,log(M/M),KGW,ratio
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.6641795769703728,M/atm,KGW,henry_cp
KFUSEUYYWQURPO-OWOJBTEDSA-N,5.182138383633408,mol/(m3 atm),KGW,henry_cp
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.563598396913369,atm m3/mol,KWG,henry_pv
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.7511662502050254,log(M/M),KWG,ratio
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.42923785726001457,log(M/M),KWG,ratio
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.5633746876537691,log(M/M),KWG,ratio
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.3219283929450109,log(M/M),KWG,ratio
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.5767883706931445,log(M/M),KWG,ratio
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.5365473215750183,log(M/M),KWG,ratio
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.9624899181823651,(atm m^3)/mol,KWG,henry_pv
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.7420258369860316,(atm m^3)/mol,KWG,henry_pv
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.5672251831064844,(atm m^3)/mol,KWG,henry_pv
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.36955617709699823,(atm m^3)/mol,KWG,henry_pv
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.528907470227678,kPa m3/mol,KWG,henry_pv
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.2917666714358707,kPa m3/mol,KWG,henry_pv
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.15256916242889385,kPa m3/mol,KWG,henry_pv
KFUSEUYYWQURPO-OWOJBTEDSA-N,-12.747911079681142,MPa/mf,KWG,henry_px
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.5724888014531919,M/M,KWG,ratio
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.5210981370081349,M/M,KWG,ratio
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.44971150408804694,M/M,KWG,ratio
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.3529723757379044,M/M,KWG,ratio
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.26810197310621714,M/M,KWG,ratio
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.7247150096873392,atm m^3/mol,KWG,henry_pv
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.8070753604707226,Ca/Cw,KWG,ratio
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.6946739590488518,atm m^3/mol,KWG,henry_pv
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.6560804555163704,atm m^3/mol,KWG,henry_pv
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.45957838681605945,atm m^3/mol,KWG,henry_pv
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.40500092425118234,atm m^3/mol,KWG,henry_pv
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.21807235660309393,atm m^3/mol,KWG,henry_pv
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.17812540828302925,atm m^3/mol,KWG,henry_pv
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.6486593506664868,atm m^3/mol,KWG,henry_pv
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.4492803430132586,atm m^3/mol,KWG,henry_pv
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.23197892264182457,atm m^3/mol,KWG,henry_pv
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.571380955938496,M/M,KWG,ratio
KFUSEUYYWQURPO-OWOJBTEDSA-N,-0.5641145483800482,atm m3/mol,KWG,henry_pv
UOORRWUZONOOLO-OWOJBTEDSA-N,-2.0238242073629995,M/M,KWG,ratio
UOORRWUZONOOLO-OWOJBTEDSA-N,-1.5390403787009583,M/M,KWG,ratio
UOORRWUZONOOLO-OWOJBTEDSA-N,-1.3404919947277556,M/M,KWG,ratio
UOORRWUZONOOLO-OWOJBTEDSA-N,-1.232780912323163,M/M,KWG,ratio
UOORRWUZONOOLO-OWOJBTEDSA-N,-1.18488833459154,M/M,KWG,ratio
UOORRWUZONOOLO-OWOJBTEDSA-N,-1.7388812970842524,atm m^3/mol,KWG,henry_pv
UOORRWUZONOOLO-OWOJBTEDSA-N,-1.114649006963278,atm m3/mol,KWG,henry_pv
UOORRWUZONOOLO-OWOJBTEDSA-N,-1.933165625363554,atm m3/mol,KWG,henry_pv
UOORRWUZONOOLO-OWOJBTEDSA-N,-1.5179615151645027,kPa m3/mol,KWG,henry_pv
UOORRWUZONOOLO-OWOJBTEDSA-N,-1.3834250419707173,kPa m3/mol,KWG,henry_pv
FQDIANVAWVHZIR-OWOJBTEDSA-N,-2.1369347898603763,atm m3/mol,KWG,henry_pv
YTKRILODNOEEPX-NSCUHMNNSA-N,-1.423190942178693,[molar/molar],KGW,ratio
YTKRILODNOEEPX-NSCUHMNNSA-N,-1.357606466798904,[molar/molar],KGW,ratio
YTKRILODNOEEPX-NSCUHMNNSA-N,-1.2490868935545387,[molar/molar],KGW,ratio
YTKRILODNOEEPX-NSCUHMNNSA-N,-1.226382144188811,[molar/molar],KGW,ratio
HIIRDDUVRXCDBN-UHFFFAOYSA-N,-10.630150303443797,atm m3/mol,KWG,henry_pv
HZYHMHHBBBSGHB-UHFFFAOYSA-N,-3.277898369882205,M/M,KWG,ratio
HZYHMHHBBBSGHB-UHFFFAOYSA-N,-3.214912228746643,M/M,KWG,ratio
HZYHMHHBBBSGHB-UHFFFAOYSA-N,-2.9055429398245076,M/M,KWG,ratio
HZYHMHHBBBSGHB-UHFFFAOYSA-N,-2.647897791655347,M/M,KWG,ratio
MLUCVPSAIODCQM-NSCUHMNNSA-N,-4.23,kCal/mol,DGS,energy
MLUCVPSAIODCQM-NSCUHMNNSA-N,-4.22,kcal/mol,FEOH,energy
MLUCVPSAIODCQM-NSCUHMNNSA-N,-4.229165189967032,log(M/M),KGW,ratio
MLUCVPSAIODCQM-NSCUHMNNSA-N,-4.229165189967032,log(M/M),KGW,ratio
MLUCVPSAIODCQM-NSCUHMNNSA-N,-4.2238753639821525,M/atm,KGW,henry_cp
MLUCVPSAIODCQM-NSCUHMNNSA-N,-4.229165189967032,log(M/M),KGW,ratio
MLUCVPSAIODCQM-NSCUHMNNSA-N,-4.2249496849916195,M/M,KWG,ratio
MLUCVPSAIODCQM-NSCUHMNNSA-N,-4.229165189967032,log(M/M),KWG,ratio
MLUCVPSAIODCQM-NSCUHMNNSA-N,-4.23,kcal/mol,DGS,energy
MLUCVPSAIODCQM-NSCUHMNNSA-N,-4.22562608,kJ/mol,FEOH,energy
MLUCVPSAIODCQM-NSCUHMNNSA-N,-4.22562608,kJ/mol,FEOH,energy
MLUCVPSAIODCQM-NSCUHMNNSA-N,-4.229165189967032,log(M/M),KWG,ratio
IAQRGUVFOMOMEM-ONEGZZNKSA-N,1.3131878540948947,M/M,KGW,ratio
IAQRGUVFOMOMEM-ONEGZZNKSA-N,1.334737158932374,log(atm/mf),KWG,henry_px
IAQRGUVFOMOMEM-ONEGZZNKSA-N,1.3119902666975594,atm m3/mol,KWG,henry_pv
OTTZHAVKAVGASB-HWKANZROSA-N,1.66,kcal/mol,DGS,energy
OTTZHAVKAVGASB-HWKANZROSA-N,1.66348176,kJ/mol,FEOH,energy
OTTZHAVKAVGASB-HWKANZROSA-N,1.66348176,kJ/mol,FEOH,energy
OTTZHAVKAVGASB-HWKANZROSA-N,1.68,kcal/mol,FEOH,energy
OTTZHAVKAVGASB-HWKANZROSA-N,1.6780236076320802,log(M/M),KGW,ratio
OTTZHAVKAVGASB-HWKANZROSA-N,1.6808495097798923,kPa m3/mol,KWG,henry_pv
OTTZHAVKAVGASB-HWKANZROSA-N,1.9350057665405973,log(atm/mf),KWG,henry_px
OTTZHAVKAVGASB-HWKANZROSA-N,1.6780236076320802,log(M/M),KWG,ratio
OTTZHAVKAVGASB-HWKANZROSA-N,1.7052224643384277,atm m3/mol,KWG,henry_pv
OTTZHAVKAVGASB-HWKANZROSA-N,1.6780236076320802,log(M/M),KGW,ratio
MBDOYVRWFFCFHM-SNAWJCMRSA-N,-3.68,kcal/mol,DGS,energy
MBDOYVRWFFCFHM-SNAWJCMRSA-N,-3.68,kCal/mol,DGS,energy
MBDOYVRWFFCFHM-SNAWJCMRSA-N,-3.6806924,kJ/mol,FEOH,energy
MBDOYVRWFFCFHM-SNAWJCMRSA-N,-3.6806924,kJ/mol,FEOH,energy
MBDOYVRWFFCFHM-SNAWJCMRSA-N,-3.68,kcal/mol,FEOH,energy
MBDOYVRWFFCFHM-SNAWJCMRSA-N,-3.6834664557777375,log(M/M),KGW,ratio
MBDOYVRWFFCFHM-SNAWJCMRSA-N,-3.4787207767610053,M/atm,KGW,henry_cp
MBDOYVRWFFCFHM-SNAWJCMRSA-N,-3.6820612874526,M/M,KWG,ratio
MBDOYVRWFFCFHM-SNAWJCMRSA-N,-3.6834664557777375,log(M/M),KWG,ratio
MBDOYVRWFFCFHM-SNAWJCMRSA-N,-3.6834664557777375,log(M/M),KWG,ratio
MBDOYVRWFFCFHM-SNAWJCMRSA-N,-3.6824343961154735,atm m3/mol,KWG,henry_pv
MBDOYVRWFFCFHM-SNAWJCMRSA-N,-3.669254209332411,M/atm,KGW,henry_cp
MBDOYVRWFFCFHM-SNAWJCMRSA-N,-3.6834664557777375,log(M/M),KGW,ratio
RYPKRALMXUUNKS-HWKANZROSA-N,1.6075865260270203,log(atm/mf),KWG,henry_px
JJYWRQLLQAKNAD-UHFFFAOYSA-N,-6.022469635059979,(atm m3)/mol,KWG,henry_pv
LVBXEMGDVWVTGY-VOTSOKGWSA-N,-3.43,kcal/mol,FEOH,energy
LVBXEMGDVWVTGY-VOTSOKGWSA-N,-3.437902025392555,log(M/M),KGW,ratio
LVBXEMGDVWVTGY-VOTSOKGWSA-N,-2.715686592826283,M/atm,KGW,henry_cp
LVBXEMGDVWVTGY-VOTSOKGWSA-N,-3.4418293445313894,M/M,KWG,ratio
LVBXEMGDVWVTGY-VOTSOKGWSA-N,-3.437902025392555,log(M/M),KWG,ratio
LVBXEMGDVWVTGY-VOTSOKGWSA-N,-3.437902025392555,log(M/M),KWG,ratio
LVBXEMGDVWVTGY-VOTSOKGWSA-N,-3.44,kcal/mol,DGS,energy
LVBXEMGDVWVTGY-VOTSOKGWSA-N,-3.4416864,kJ/mol,FEOH,energy
LVBXEMGDVWVTGY-VOTSOKGWSA-N,-3.4416864,kJ/mol,FEOH,energy
LVBXEMGDVWVTGY-VOTSOKGWSA-N,-3.437902025392555,log(M/M),KGW,ratio
QMMOXUPEWRXHJS-HWKANZROSA-N,1.3,kcal/mol,DGS,energy
QMMOXUPEWRXHJS-HWKANZROSA-N,1.93,kCal/mol,DGS,energy
QMMOXUPEWRXHJS-HWKANZROSA-N,1.34,kcal/mol,FEOH,energy
QMMOXUPEWRXHJS-HWKANZROSA-N,1.334737158932374,log(atm/mf),KWG,henry_px
QMMOXUPEWRXHJS-HWKANZROSA-N,1.3276515716439885,atm m3/mol,KWG,henry_pv
QMMOXUPEWRXHJS-HWKANZROSA-N,1.34,kcal/mol,DGS,energy
QMMOXUPEWRXHJS-HWKANZROSA-N,1.33604354,kJ/mol,FEOH,energy
QMMOXUPEWRXHJS-HWKANZROSA-N,1.33604354,kJ/mol,FEOH,energy
QMMOXUPEWRXHJS-HWKANZROSA-N,1.3145409378587944,log(M/M),KWG,ratio
WZHKDGJSXCTSCK-FNORWQNLSA-N,1.9077208298311332,log(atm/mf),KWG,henry_px
ZQDPJFUHLCOCRG-AATRIKPKSA-N,1.6075865260270203,log(atm/mf),KWG,henry_px
NPFVOOAXDOBMCE-UHFFFAOYSA-N,-2.6017091565192345,M/atm,KGW,henry_cp
BEQGRRJLJLVQAQ-UHFFFAOYSA-N,1.6212289943817537,log(atm/mf),KWG,henry_px
LGAQJENWWYGFSN-SNAWJCMRSA-N,1.5803015893175563,log(atm/mf),KWG,henry_px
DMLAVOWQYNRWNQ-BUHFOSPRSA-N,-4.445014394613926,atm m3/mol,KWG,henry_pv
WBYWAXJHAXSJNI-VOTSOKGWSA-N,-8.397698125978179,atm m3/mol,KWG,henry_pv
GIKLTQKNOXNBNY-OWOJBTEDSA-N,-2.796836790019853,atm m3/mol,KWG,henry_pv
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,-10.0,kcal/mol,DGS,energy
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,-10.0,kcal/mol,DGS,energy
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,-7.3,kCal/mol,DGS,energy
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,-9.9,kCal/mol,DGS,energy
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,-9.0,kCal/mol,DGS,energy
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,-10.1,kCal/mol,DGS,energy
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,-10.08,kcal/mol,DGS,energy
OHLUUHNLEMFGTQ-UHFFFAOYSA-N,-10.0,kcal/mol,FEOH,energy
HNKJADCVZUBCPG-UHFFFAOYSA-N,-2.7,kcal/mol,DGS,energy
HNKJADCVZUBCPG-UHFFFAOYSA-N,-2.73,kcal/mol,DGS,energy
HNKJADCVZUBCPG-UHFFFAOYSA-N,-2.73,kCal/mol,DGS,energy
HNKJADCVZUBCPG-UHFFFAOYSA-N,-2.73,kCal/mol,DGS,energy
HNKJADCVZUBCPG-UHFFFAOYSA-N,-2.629066,kJ/mol,FEOH,energy
HNKJADCVZUBCPG-UHFFFAOYSA-N,-2.72944852,kJ/mol,FEOH,energy
HNKJADCVZUBCPG-UHFFFAOYSA-N,-2.73,kcal/mol,FEOH,energy
HNKJADCVZUBCPG-UHFFFAOYSA-N,-2.73,kcal/mol,FEOH,energy
HNKJADCVZUBCPG-UHFFFAOYSA-N,-2.7284936709464724,log(M/M),KGW,ratio
HNKJADCVZUBCPG-UHFFFAOYSA-N,-2.7303165922510506,M/atm,KGW,henry_cp
HNKJADCVZUBCPG-UHFFFAOYSA-N,-2.7284936709464724,log(M/M),KGW,ratio
HNKJADCVZUBCPG-UHFFFAOYSA-N,-2.7284936709464724,log(M/M),KGW,ratio
HNKJADCVZUBCPG-UHFFFAOYSA-N,-2.7284936709464724,log(M/M),KWG,ratio
HNKJADCVZUBCPG-UHFFFAOYSA-N,-2.7284936709464724,log(M/M),KWG,ratio
HNKJADCVZUBCPG-UHFFFAOYSA-N,-2.7284936709464724,log(M/M),KWG,ratio
HNKJADCVZUBCPG-UHFFFAOYSA-N,-2.7284936709464724,log(M/M),KWG,ratio
NYPJDWWKZLNGGM-RPWUZVMVSA-N,-7.080644326784873,(Pa m3)/mol,KWG,henry_pv
NYPJDWWKZLNGGM-RPWUZVMVSA-N,-6.509574733924917,atm m3/mol,KWG,henry_pv
KVZJLSYJROEPSQ-YUMQZZPRSA-N,1.8366138582772635,atm m3/mol,KWG,henry_pv
GETTZEONDQJALK-UHFFFAOYSA-N,-0.23337953675877088,atm m3/mol,KWG,henry_pv
UWTUEMKLYAGTNQ-UPHRSURJSA-N,-1.0641125316691242,log(M/M),KWG,ratio
KFUSEUYYWQURPO-UPHRSURJSA-N,-1.2,kcal/mol,DGS,energy
KFUSEUYYWQURPO-UPHRSURJSA-N,-1.2,kCal/mol,DGS,energy
KFUSEUYYWQURPO-UPHRSURJSA-N,-1.17,kcal/mol,DGS,energy
KFUSEUYYWQURPO-UPHRSURJSA-N,-1.17351946,kJ/mol,FEOH,energy
KFUSEUYYWQURPO-UPHRSURJSA-N,-1.17,kcal/mol,FEOH,energy
