ikey,raw_mean,raw_median,n_obs,homoset_Ladaptive_t2.0,homoset_Ladaptive_t1.0,homoset_Lfixed_t2.0,homoset_Lfixed_t1.0,conflict,n_sources,n_accepted_sources,fell_back_raw,mixle_gauss,mixle_gauss_sd,mixle_robust,mixle_robust_sd,min_obs_weight
AAEVYOVXGOFMJO-UHFFFAOYSA-N,-8.540852058105454,-8.540852058105454,2,-8.642856004718078,-8.642856004718078,-8.540852058105454,-8.540852058105454,False,2,2,False,-8.714021456008307,0.9989588786409557,-8.654077408373604,0.329902427358527,1.0
AAHYHBHESZMGBO-UHFFFAOYSA-N,-8.768728059239894,-8.768728059239894,2,-8.87073200585252,-8.87073200585252,-8.768728059239894,-8.768728059239894,False,2,2,False,-8.9409479856677,0.9989588786409557,-8.896885643343676,0.32983131120082,1.0
AAPVQEMYVNZIOO-NYQGKTAPSA-N,-6.652980241438177,-6.652980241438177,1,-6.65548568365256,-6.65548568365256,-6.652980241438177,-6.652980241438177,False,1,1,False,-6.806688223269987,1.064785492392406,-6.731185677640401,0.3428402626788721,1.0
ABDKAPXRBAPSQN-UHFFFAOYSA-N,-4.743637026533558,-4.743637026533558,1,-4.9451394775444255,-4.9451394775444255,-4.743637026533558,-4.743637026533558,False,1,1,False,-5.630400281770859,2.338096976739336,-5.287118603028614,1.1501795424886763,1.0
ABJMOQGYYKQSRR-UHFFFAOYSA-N,-4.938787929095227,-4.938787929095227,1,-5.140290380106094,-5.140290380106094,-4.938787929095227,-4.938787929095227,False,1,1,False,-5.758495685944801,2.338096976739336,-5.46787612099205,1.1502936892957916,1.0
ABRDPORILGADAP-UHFFFAOYSA-N,-3.1572341139225024,-3.1572341139225024,1,-3.35873656493337,-3.35873656493337,-3.1572341139225024,-3.1572341139225024,False,1,1,False,-4.589098808879045,2.338096976739336,-3.8176506345278978,1.1503977363460023,1.0
ABYZYVAIOYICJQ-UHFFFAOYSA-N,-2.6115353797332084,-2.6115353797332084,1,-2.8130378307440758,-2.8130378307440758,-2.6115353797332084,-2.6115353797332084,False,1,1,False,-4.230906768793056,2.338096976739336,-3.312287772373129,1.1509459426138602,1.0
ACBMYYVZWKYLIP-UHFFFAOYSA-N,-3.822245358436735,-3.822245358436735,1,-4.0237478094476025,-4.0237478094476025,-3.822245358436735,-3.822245358436735,False,1,1,False,-5.025606573014793,2.338096976739336,-4.4336231249696025,1.1500578535061388,1.0
ADZSGNDOZREKJK-UHFFFAOYSA-N,-7.625407515039874,-7.625407515039874,1,-7.826909966050741,-7.826909966050741,-7.625407515039874,-7.625407515039874,False,1,1,False,-7.521970090653013,2.338096976739336,-7.954318258221999,1.1550718485824185,1.0
AEMRFAOFKBGASW-UHFFFAOYSA-N,0.324988349789156,2.6308170258021764,5,2.6059433085102115,2.6059433085102115,2.6308170258021764,2.6308170258021764,True,2,2,False,-5.439464859076214,0.8520795726550416,2.126863109702214,0.6190515911736645,0.00542559272257086
AEXMKKGTQYQZCS-UHFFFAOYSA-N,2.6721132071681137,2.5598446142726567,6,2.55831080426064,2.55831080426064,2.56,2.56,False,3,3,False,2.4801107246309324,0.22979311199436306,2.5573383646823302,0.027929969590393407,1.0
AFABGHUZZDYHJO-UHFFFAOYSA-N,2.488216639064396,2.52,15,2.5150014567453494,2.5150014567453494,2.52,2.52,False,4,4,False,2.495427996724145,0.10196264805739945,2.517029573469391,0.009471491163926546,0.8535286692488554
AFBPFSWMIHJQDM-UHFFFAOYSA-N,-4.689092347574606,-4.691585058135947,4,-4.692837779243138,-4.692837779243138,-4.6850000000000005,-4.6850000000000005,False,2,2,False,-4.700785975410315,0.17498854497175553,-4.685672037436874,0.0199964438966827,1.0
AFFLGGQVNFXPEV-UHFFFAOYSA-N,2.782493889437403,2.782493889437403,1,2.7799884472230203,2.7799884472230203,2.782493889437403,2.782493889437403,False,1,1,False,1.9563873568922363,1.064785492392406,2.6423305886426713,0.3434694233826059,1.0
AFIIBUOYKYSPKB-UHFFFAOYSA-N,3.573826115345826,3.573826115345826,1,3.3723236643349583,3.3723236643349583,3.573826115345826,3.573826115345826,False,1,1,False,-0.17088772571580196,2.338096976739336,2.3918211834153187,1.1758370451419808,1.0
AFPHTEQTJZKQAQ-UHFFFAOYSA-N,-7.619275719227651,-7.619275719227651,1,-7.820778170238518,-7.820778170238518,-7.619275719227651,-7.619275719227651,False,1,1,False,-7.517945231671741,2.338096976739336,-7.948650255890229,1.1550539366729755,1.0
AFRRABLGSIKEJZ-UHFFFAOYSA-N,-9.783107385071425,-9.783107385071425,1,-9.785612827285808,-9.785612827285808,-9.783107385071425,-9.783107385071425,False,1,1,False,-9.713753661075394,1.064785492392406,-9.840762863369855,0.3431193713066545,1.0
AFVFQIVMOAPDHO-UHFFFAOYSA-N,-18.11883709404867,-18.11883709404867,1,-18.143710811340632,-18.143710811340632,-18.11883709404867,-18.11883709404867,False,1,1,False,-14.464827670344084,2.3144362994044885,-17.130662622438912,1.300684700353907,1.0
AFYPFACVUDMOHA-UHFFFAOYSA-N,2.386046175272125,2.3893331798023385,9,2.386827737587956,2.386827737587956,2.5219502868068835,2.5219502868068835,False,4,4,False,2.437839725125762,0.204990097268742,2.5197779608985065,0.019946185409969203,1.0
AFZZYIJIWUTJFO-UHFFFAOYSA-N,1.5961342935258587,1.5961342935258587,2,1.4941303469132334,1.4941303469132334,1.5961342935258587,1.5961342935258587,True,2,2,False,-0.7650817946914777,0.9989588786409557,-0.6532868260797581,0.34001288857158896,0.39995302894694995
AGDYNDJUZRMYRG-UHFFFAOYSA-N,-1.5393126843342586,-1.6571099287303148,3,-1.6596153709446977,-1.6596153709446977,-1.6571099287303148,-1.6571099287303148,False,2,2,False,-2.096449280146363,0.7409958743451516,-1.7641174263259458,0.23797858747621523,1.0
AGKSTYPVMZODRV-UHFFFAOYSA-N,-10.975603955990195,-10.975603955990195,2,-11.077607902602821,-11.077607902602821,-10.975603955990195,-10.975603955990195,False,2,2,False,-11.02307794794498,0.9989588786409557,-11.107043142581484,0.3298064203270237,1.0
AGYUOJIYYGGHKV-UHFFFAOYSA-N,-6.020807292109229,-6.020807292109229,1,-6.0233127343236115,-6.0233127343236115,-6.020807292109229,-6.020807292109229,False,1,1,False,-6.219565704797291,1.064785492392406,-6.103153391585668,0.3428134307442383,1.0
AHBGIHFKTBTQJP-UHFFFAOYSA-N,-1.7858059419640189,-1.7734729672794445,5,-1.7759784094938273,-1.7759784094938273,-1.7734729672794445,-1.7734729672794445,False,1,1,False,-2.125553935000857,0.4903697138871467,-1.8806027059870085,0.1542874393330347,1.0
AHHWIHXENZJRFG-UHFFFAOYSA-N,-4.084692368524275,-4.084692368524275,1,-4.087197810738657,-4.087197810738657,-4.084692368524275,-4.084692368524275,False,1,1,False,-4.4214238020246155,1.064785492392406,-4.17971299707008,0.3427926524656494,1.0
AHTPATJNIAFOLR-UHFFFAOYSA-N,-15.436764898441147,-15.436764898441147,1,-15.638267349452015,-15.638267349452015,-15.436764898441147,-15.436764898441147,False,1,1,False,-12.64927910147196,2.338096976739336,-15.100575480503826,1.2117347340667846,1.0
AIGRXSNSLVJMEA-UHFFFAOYSA-N,-6.408894238791358,-6.408894238791358,2,-6.510898185403983,-6.510898185403983,-6.408894238791358,-6.408894238791358,False,2,2,False,-6.749982060871938,0.9989588786409557,-6.576830547940437,0.3298001345392269,1.0
AIJULSRZWUXGPQ-UHFFFAOYSA-N,-7.448183236013065,-6.76383261650711,7,-6.788706333799075,-6.788706333799075,-6.76383261650711,-6.76383261650711,True,2,2,False,-7.745978312029712,0.7844655683888064,-7.02394242781658,0.2969055775762043,0.6242423171134862
AIKKULXCBHRFOS-UHFFFAOYSA-N,-11.236021635283532,-11.236021635283532,2,-11.338025581896156,-11.338025581896156,-11.236021635283532,-11.236021635283532,False,2,2,False,-11.19864654948428,0.9989588786409557,-11.281803550542055,0.3300909071153804,1.0
AIURIRUDHVDRFQ-UHFFFAOYSA-N,-1.4440375530003715,-1.4440375530003715,2,-1.4465429952147542,-1.4465429952147542,-1.4440375530003715,-1.4440375530003715,False,1,1,False,-1.8589444743660621,0.7667002409729788,-1.5486269327605842,0.2518649614653999,1.0
AJDIZQLSFPQPEY-UHFFFAOYSA-N,1.4971033260844968,1.650164829891767,16,1.548160883279142,1.548160883279142,1.77,1.77,False,4,4,False,1.6747500797752402,0.12234553740643463,1.77182264065778,0.01280618315573219,0.44154329966110106
AJDXXCWZGWECKS-UHFFFAOYSA-N,-4.966355513129603,-4.966355513129603,1,-4.9688609553439855,-4.9688609553439855,-4.966355513129603,-4.966355513129603,False,1,1,False,-5.240257139412298,1.064785492392406,-5.05560498022015,0.34279064317875524,1.0
AKCRQHGQIJBRMN-UHFFFAOYSA-N,-4.96283869711148,-4.989001003537995,3,-4.9915064457523775,-4.9915064457523775,-4.91,-4.91,False,2,2,False,-4.94596351562511,0.241266949270334,-4.912169852355315,0.02811919357223881,1.0
AKNQMEBLVAMSNZ-UHFFFAOYSA-O,-11.332528838156183,-11.332528838156183,2,-11.434532784768807,-11.434532784768807,-11.332528838156183,-11.332528838156183,False,2,2,False,-11.321331355155023,0.9989588786409557,-11.417392706085767,0.3299388587535043,1.0
AKQMZZOTFNLAQJ-UHFFFAOYSA-N,4.105268696509391,4.105268696509391,1,3.903766245498524,3.903766245498524,4.105268696509391,4.105268696509391,False,1,1,False,0.1779466959332489,2.338096976739336,2.8779864186072985,1.1798639948825722,1.0
ALDJIKXAHSDLLB-UHFFFAOYSA-N,-2.500599792075139,-2.312806244254234,5,-2.3828820002266093,-2.3828820002266093,-2.312806244254234,-2.312806244254234,False,2,2,False,-2.93353197985234,0.5376371592020696,-2.6983184945340497,0.1923780663722138,0.7956550529500637
ALFHIHDQSYXSGP-UHFFFAOYSA-N,-2.5757555026938284,-2.7932041393864777,3,-2.7957095816008604,-2.7957095816008604,-2.7932041393864777,-2.7932041393864777,False,2,2,False,-3.2753715676479445,0.7409958743451516,-3.0005437958314003,0.241542800361011,1.0
ALNQITUAXHHTHH-UHFFFAOYSA-N,-12.804959711460564,-12.804959711460564,2,-12.906963658073188,-12.906963658073188,-12.804959711460564,-12.804959711460564,False,2,2,False,-13.195333077870144,0.9989588786409557,-13.480475251183268,0.33426013214845246,1.0
ALVPFGSHPUPROW-UHFFFAOYSA-N,-1.3083347762698687,-1.3083347762698687,1,-1.5098372272807363,-1.5098372272807363,-1.3083347762698687,-1.3083347762698687,False,1,1,False,-3.3754968996657024,2.338096976739336,-2.106085826517005,1.1532536929255393,1.0
AMEKQAFGQBKLKX-UHFFFAOYSA-N,-12.773779392071582,-12.773779392071582,1,-12.776284834285965,-12.776284834285965,-12.773779392071582,-12.773779392071582,False,1,1,False,-12.491301929376974,1.064785492392406,-12.811666050602383,0.34361664825088833,1.0
AMFGTOFWMRQMEM-UHFFFAOYSA-N,-7.921775527217299,-7.921775527217299,1,-7.924280969431682,-7.924280969431682,-7.921775527217299,-7.921775527217299,False,1,1,False,-7.985065571436612,1.064785492392406,-7.991662812654906,0.34292398612402086,1.0
AMIMRNSIRUDHCM-UHFFFAOYSA-N,-2.0671294147615074,-1.9291191535878711,23,-1.953992870879836,-1.953992870879836,-2.86,-2.86,False,4,4,False,-2.9270072192239396,0.22557736366993425,-2.8558404369596304,0.02802092965077042,1.0
AMQJEAYHLZJPGS-UHFFFAOYSA-N,-2.866689986816283,-4.467382354189102,30,-4.469887796403484,-4.469887796403484,-4.47,-4.47,True,5,5,False,-4.210138812234039,0.08793546534888577,-4.477119917334889,0.008883530537419035,0.0013619738745059519
AMVYOVYGIJXTQB-UHFFFAOYSA-N,-15.072107342559873,-15.072107342559873,1,-15.27360979357074,-15.27360979357074,-15.072107342559873,-15.072107342559873,False,1,1,False,-12.40992096173221,2.338096976739336,-14.772595764423233,1.207091899183512,1.0
ANIAQSUBRGXWLS-UHFFFAOYSA-N,-4.609717125009114,-4.609717125009114,2,-4.711721071621739,-4.711721071621739,-4.609717125009114,-4.609717125009114,False,2,2,False,-4.984634277006312,0.9989588786409557,-4.692000157459971,0.3305438103872421,1.0
ANKBTLMYMVMWBS-UHFFFAOYSA-N,-3.866642468368585,-3.866642468368585,1,-4.068144919379453,-4.068144919379453,-3.866642468368585,-3.866642468368585,False,1,1,False,-5.054748460990832,2.338096976739336,-4.474748814752776,1.150047943247016,1.0
ANLVZYYGYBXMIX-UHFFFAOYSA-N,-1.8985169456710804,-1.9811937625688512,5,-1.983699204783234,-1.983699204783234,-1.9811937625688512,-1.9811937625688512,False,1,1,False,-2.2365613985090813,0.4903697138871467,-1.9945851402900316,0.15506912543485274,1.0
ANOOTOPTCJRUPK-UHFFFAOYSA-N,0.08103242878425815,0.08103242878425815,2,0.07977970767706676,0.07977970767706676,0.08,0.08,False,2,2,False,0.04594875117070518,0.24723336564865578,0.0791946626455655,0.02819198895385673,1.0
AOGQPLXWSUTHQB-UHFFFAOYSA-N,-2.290634257635892,-2.2633843212237093,9,-2.2633843212237093,-2.2633843212237093,-2.2616921606118545,-2.2616921606118545,False,5,5,False,-2.282884161121206,0.13545410799048868,-2.262234566084803,0.014121453887871277,1.0
APQSQLNWAIULLK-UHFFFAOYSA-N,-2.749101867090355,-2.82,7,-2.82,-2.82,-2.82,-2.82,False,3,3,False,-2.8207602017905913,0.13382769905314287,-2.8225997478094835,0.011578301135552728,0.9572975023224616
APSMUYYLXZULMS-UHFFFAOYSA-N,-2.826804966394572,-2.826804966394572,1,-3.02830741740544,-3.02830741740544,-2.826804966394572,-2.826804966394572,False,1,1,False,-4.37220790728526,2.338096976739336,-3.5116314947539577,1.1507005514598223,1.0
AQDKZPFDOWHRDZ-UHFFFAOYSA-N,-3.828687702197181,-3.828687702197181,2,-3.8311931444115634,-3.8311931444115634,-3.828687702197181,-3.828687702197181,False,1,1,False,-4.155486761687164,0.7667002409729788,-3.9228095721281746,0.24278764038112,1.0
AQIXEPGDORPWBJ-UHFFFAOYSA-N,-4.322750059889196,-4.35,13,-4.35,-4.35,-4.35,-4.35,False,3,3,False,-4.348463727171303,0.10199333589645869,-4.344290547872828,0.008836128822055648,0.8386936156100571
AQNQQHJNRPDOQV-UHFFFAOYSA-N,-1.2170022919893975,-1.2170022919893975,2,-1.3190062386020227,-1.3190062386020227,-1.2170022919893975,-1.2170022919893975,False,2,2,False,-1.3910066422932617,0.9989588786409557,-0.7900974143862606,0.33738830032048495,0.9008358987549003
AQONCPKMJSBHQT-UHFFFAOYSA-N,-3.655337652736115,-3.655337652736115,2,-3.657843094950498,-3.657843094950498,-3.655337652736115,-3.655337652736115,False,1,1,False,-3.9885416359081765,0.7667002409729788,-3.750028824002974,0.24278917335729863,1.0
AQXYVFBSOOBBQV-UHFFFAOYSA-N,-7.1019142436797384,-7.1019142436797384,2,-7.203918190292364,-7.203918190292364,-7.1019142436797384,-7.1019142436797384,True,2,2,False,-10.939490529298249,0.9989588786409557,-12.218451922059803,0.3451313853955899,0.08882042518872707
AQZGPSLYZOOYQP-UHFFFAOYSA-N,-1.6701102914871593,-1.6701102914871593,1,-1.6726157337015422,-1.6726157337015422,-1.6701102914871593,-1.6701102914871593,False,1,1,False,-2.1789116672774647,1.064785492392406,-1.7809479725113493,0.3428964551668567,1.0
ARXHIJMGSIYYRZ-UHFFFAOYSA-N,-2.5777740946270336,-2.5777740946270336,2,-2.6797780412396586,-2.6797780412396586,-2.5777740946270336,-2.5777740946270336,False,2,2,False,-3.5241160008036267,0.9989588786409557,-3.212169756554886,0.33055552490310114,1.0
ARXJGSRGQADJSQ-UHFFFAOYSA-N,-0.11663171131370609,-0.11663171131370609,2,-0.13032129106687984,-0.13032129106687984,-0.11663171131370609,-0.11663171131370609,True,2,2,False,-4.897155626947501,0.9970903740368263,-6.070365264621673,0.34302894295914005,0.06773613707829652
ASHGTJPOSUFTGB-UHFFFAOYSA-N,-7.431011747397384,-7.667029053964164,4,-7.668281775071355,-7.668281775071355,-7.66,-7.66,False,3,3,False,-7.681654172707617,0.24042820001778728,-7.661063944429249,0.028093973159945544,1.0
ASUDFOJKTJLAIK-UHFFFAOYSA-N,-6.549091778202676,-6.55,8,-6.55,-6.55,-6.55,-6.55,False,2,2,False,-6.547519386816075,0.10785021259413621,-6.548831704369942,0.010521539962630087,0.755493060359412
ASZMYJSJEOGSBR-UHFFFAOYSA-N,4.241474013177435,4.241474013177435,1,4.2166002958854705,4.2166002958854705,4.241474013177435,4.241474013177435,False,1,1,False,0.3670069928979285,2.3144362994044885,3.2141132127256777,1.2252820362399195,1.0
ATHHXGZTWNVVOU-UHFFFAOYSA-N,-8.666877316246053,-8.313837715063547,7,-8.316343157277931,-8.316343157277931,-10.0,-10.0,True,2,2,False,-9.582371468881302,0.24878116934563457,-9.995077107837288,0.020032446773390777,0.139772938862809
ATIMVMORQPKRPC-UHFFFAOYSA-N,-3.157234113922502,-3.157234113922502,1,-3.35873656493337,-3.35873656493337,-3.157234113922502,-3.157234113922502,False,1,1,False,-4.589098808879045,2.338096976739336,-3.8176506345278973,1.1503977363460023,1.0
ATROHALUCMTWTB-UHFFFAOYSA-N,-5.057692604245678,-5.057692604245678,1,-5.06019804646006,-5.06019804646006,-5.057692604245678,-5.057692604245678,False,1,1,False,-5.325085291301688,1.064785492392406,-5.146344189345711,0.34279153138678564,1.0
ATUOYWHBWRKTHZ-UHFFFAOYSA-N,1.6303077358216822,1.96,27,1.96,1.96,1.96,1.96,True,5,5,False,1.939897234430693,0.08231505764929756,1.9653371279575262,0.007225192016071546,0.3540607000281025
AUEVFUYPKCWYNP-UHFFFAOYSA-M,-11.89773225987057,-11.89773225987057,1,-11.900237702084954,-11.900237702084954,-11.89773225987057,-11.89773225987057,False,1,1,False,-11.677684391479126,1.064785492392406,-11.94142813298039,0.3434472946156645,1.0
AUGNBQPSMWGAJE-UHFFFAOYSA-N,-2.9791542358434846,-2.9791542358434846,2,-2.9816596780578672,-2.9816596780578672,-2.9791542358434846,-2.9791542358434846,False,1,1,False,-3.3373417895062896,0.7667002409729788,-3.0764950555177646,0.24589070423800116,1.0
AUHZEENZYGFFBQ-UHFFFAOYSA-N,-0.5652469279765778,-0.7073078607174585,14,-0.7098133029318412,-0.7098133029318412,-0.9,-0.9,False,5,5,False,-0.9096491027731208,0.16865593660122588,-0.8965943247410226,0.016201441438592045,0.8664335712810742
AUIKJTGFPFLMFP-UHFFFAOYSA-N,-4.983970654578155,-4.983970654578155,1,-4.986476096792537,-4.986476096792537,-4.983970654578155,-4.983970654578155,False,1,1,False,-5.256616976101775,1.064785492392406,-5.073104815704902,0.3427907984556301,1.0
AUKVIBNBLXQNIZ-UHFFFAOYSA-N,4.38725478430959,4.38725478430959,1,4.185752333298723,4.185752333298723,4.38725478430959,4.38725478430959,False,1,1,False,0.36303998227754725,2.338096976739336,3.1355449045170283,1.182151463132214,1.0
AVFZOVWCLRSYKC-UHFFFAOYSA-N,-3.9640215461026416,-3.97472275334608,8,-3.97944550669216,-3.97944550669216,-3.97944550669216,-3.97944550669216,False,4,4,False,-3.9904224700964974,0.14033249620375496,-3.97795139471992,0.01265513976067035,1.0
AVGQTJUPLKNPQP-UHFFFAOYSA-N,2.2790866246086603,2.2790866246086603,2,2.2653970448554865,2.2653970448554865,2.2790866246086603,2.2790866246086603,True,2,2,False,-0.9636373150003577,0.9970903740368263,-1.2383497819454088,0.3416745846956969,0.18275982018614723
AVMSWPWPYJVYKY-UHFFFAOYSA-N,-2.225277915418019,-2.22,7,-2.222753346080306,-2.222753346080306,-2.22,-2.22,False,4,4,False,-2.230549567540119,0.12970769408270622,-2.2193795946878523,0.012674861710019237,1.0
AVQQQNCBBIEMEU-UHFFFAOYSA-N,-4.515111887016307,-4.515111887016307,1,-4.716614338027174,-4.716614338027174,-4.515111887016307,-4.515111887016307,False,1,1,False,-5.4803983103420135,2.338096976739336,-5.075439121381109,1.1500851921705442,1.0
AVSIMRGRHWKCAY-UHFFFAOYSA-N,-2.0049656231357074,-2.0049656231357074,2,-2.00747106535009,-2.00747106535009,-2.0049656231357074,-2.0049656231357074,False,1,1,False,-2.399147419290751,0.7667002409729788,-2.105076855382902,0.24280121750989475,1.0
AVURWLKSFZBANQ-UHFFFAOYSA-N,-2.256831202510166,-2.256831202510166,1,-2.4583336535210334,-2.4583336535210334,-2.256831202510166,-2.256831202510166,False,1,1,False,-3.998081942737162,2.338096976739336,-2.983874456979903,1.1514335758099046,1.0
AWMVMTVKBNGEAK-UHFFFAOYSA-N,-4.268972167761002,-4.268972167761002,1,-4.271477609975385,-4.271477609975385,-4.268972167761002,-4.268972167761002,False,1,1,False,-4.592571302002841,1.064785492392406,-4.362786511379175,0.34279064706524537,1.0
AWYOMXWDGWUJHS-UHFFFAOYSA-N,-5.425241053899049,-5.425241053899049,1,-5.626743504909917,-5.626743504909917,-5.425241053899049,-5.425241053899049,False,1,1,False,-6.07779940842557,2.338096976739336,-5.918403353827485,1.1507133232852709,1.0
AWZOLILCOUMRDG-UHFFFAOYSA-N,-8.15891738417899,-8.15891738417899,2,-8.260921330791614,-8.260921330791614,-8.15891738417899,-8.15891738417899,True,2,2,False,-9.802429218279336,0.9989588786409557,-10.185988733724015,0.34371605870755734,0.4567418006447261
AZFKQCNGMSSWDS-UHFFFAOYSA-N,-4.101911923507037,-4.101911923507037,2,-4.203915870119663,-4.203915870119663,-4.101911923507037,-4.101911923507037,False,2,2,False,-4.537634341465225,0.9989588786409557,-4.222835482516128,0.33034303511152524,1.0
AZQWKYJCGOJGHM-UHFFFAOYSA-N,-5.438828112240828,-5.793046116536921,5,-5.795551558751304,-5.795551558751304,-6.1419694072657744,-6.1419694072657744,True,4,4,False,-5.875920177277559,0.20717401543108158,-5.789709894703897,0.028185105683663017,0.00983260900199503
AZUXKVXMJOIAOF-UHFFFAOYSA-N,-9.065078765518756,-9.065078765518756,1,-9.266581216529623,-9.266581216529623,-9.065078765518756,-9.065078765518756,False,1,1,False,-8.46695813983419,2.338096976739336,-9.28370555383033,1.1602218950209355,1.0
AZXHAWRMEPZSSV-UHFFFAOYSA-N,-2.7498632083199164,-2.7498632083199164,2,-2.8518671549325414,-2.8518671549325414,-2.7498632083199164,-2.7498632083199164,False,2,2,False,-3.537437403049447,0.9989588786409557,-3.202387805293092,0.3296149533775953,1.0
BACHBFVBHLGWSL-UHFFFAOYSA-N,-6.656001760846377,-6.656001760846377,2,-6.758005707459002,-6.758005707459002,-6.656001760846377,-6.656001760846377,True,2,2,False,-7.723562098124901,0.9989588786409557,-7.749039398949837,0.3367901617270573,0.9120537271916351
BAMUEXIPKSRTBS-UHFFFAOYSA-N,2.4467272531816864,2.5,3,2.5,2.5,2.5047801147227533,2.5047801147227533,False,3,3,False,2.46861912647911,0.2114805491482414,2.5038021883001975,0.02002871179417045,1.0
BAPJBEWLBFYGME-UHFFFAOYSA-N,-2.637764373858573,-2.637764373858573,2,-2.7397683204711982,-2.7397683204711982,-2.637764373858573,-2.637764373858573,False,2,2,False,-3.326912884472336,0.9989588786409557,-2.9635786265290216,0.32956070295414436,1.0
BATOPAZDIZEVQF-MQQKCMAXSA-N,-4.6348038891881185,-4.6344366037303075,6,-4.63622778494124,-4.63622778494124,-4.634321223709369,-4.634321223709369,False,4,4,False,-4.643818641491093,0.15082336562768162,-4.6348531238833495,0.01415159667707826,1.0
BATOPAZDIZEVQF-UHFFFAOYSA-N,-4.636002012621601,-4.636002012621601,1,-4.638507454835984,-4.638507454835984,-4.636002012621601,-4.636002012621601,False,1,1,False,-4.933445562911888,1.064785492392406,-4.727413882433486,0.34278914925599147,1.0
BAVYZALUXZFZLV-UHFFFAOYSA-N,-4.615978967018443,-4.56143702038739,27,-4.562619502868069,-4.562619502868069,-4.561309751434035,-4.561309751434035,True,4,4,False,-4.663894240392873,0.07395501704591687,-4.564451133101156,0.007292973601915099,0.00133320910805381
BAXOFTOLAUCFNW-UHFFFAOYSA-N,-6.5096587875520155,-6.5096587875520155,1,-6.711161238562883,-6.711161238562883,-6.5096587875520155,-6.5096587875520155,False,1,1,False,-6.789602049675315,2.338096976739336,-6.922330172884706,1.1523503580469143,1.0
BAYUSCHCCGXLAY-UHFFFAOYSA-N,-6.785713436551342,-6.844433774740502,5,-6.846939216954885,-6.846939216954885,-6.844433774740502,-6.844433774740502,False,1,1,False,-7.049891670404449,0.4903697138871467,-6.884449210077081,0.1626542354026486,0.9151554213600889
BAZVSMNPJJMILC-UHFFFAOYSA-N,-13.034655044097068,-13.769669325579144,5,-13.772174767793528,-13.772174767793528,-13.769669325579144,-13.769669325579144,True,2,2,False,-13.0575404706824,0.5376371592020696,-13.475687099305103,0.237332405506584,0.25029248755443256
BBABSCYTNHOKOG-UHFFFAOYSA-N,-0.9905379935042524,-0.9905379935042524,1,-0.9930434357186352,-0.9930434357186352,-0.9905379935042524,-0.9905379935042524,False,1,1,False,-1.5477676116839256,1.064785492392406,-1.1058343714150731,0.34295172758390197,1.0
BBDKZWKEPDTENS-UHFFFAOYSA-N,0.3584226501914315,0.3584226501914315,1,0.35591720797704873,0.35591720797704873,0.3584226501914315,0.3584226501914315,False,1,1,False,-0.2949377155489015,1.064785492392406,0.23426069375965303,0.34309558448482336,1.0
BBEAQIROQSPTKN-UHFFFAOYSA-N,-4.836155403429624,-4.51987856141458,28,-4.521224512006913,-4.521224512006913,-4.462313575525812,-4.462313575525812,True,4,4,False,-4.673647348150628,0.11055476845513151,-4.480852936526531,0.013068117408055076,0.005951547055890611
BBEWSMNRCUXQRF-UHFFFAOYSA-N,-6.029761390547934,-6.029761390547934,1,-6.2312638415588015,-6.2312638415588015,-6.029761390547934,-6.029761390547934,False,1,1,False,-6.474601451551845,2.338096976739336,-6.478138937523529,1.1515054359469614,1.0
BBJPZPLAZVZTGR-UHFFFAOYSA-N,-10.593038342301034,-10.593038342301034,1,-10.794540793311901,-10.794540793311901,-10.593038342301034,-10.593038342301034,False,1,1,False,-9.4698979007073,2.338096976739336,-10.690654571949496,1.1678868357469583,1.0
BBKDWPHJZANJGB-UHFFFAOYSA-N,-10.420177300532671,-10.420177300532671,1,-10.422682742747055,-10.422682742747055,-10.420177300532671,-10.420177300532671,False,1,1,False,-10.305424174035236,1.064785492392406,-10.473635428916488,0.3432062218409637,1.0
BBMCTIGTTCKYKF-UHFFFAOYSA-N,-2.637678134625298,-4.24,18,-4.24,-4.24,-4.24,-4.24,True,5,5,False,-4.213236498161141,0.10858796587783766,-4.233932295576133,0.011053432185372684,0.16743127159494156
BBXXLROWFHWFQY-UHFFFAOYSA-N,-9.39405688454153,-9.39405688454153,2,-9.496060831154157,-9.496060831154157,-9.39405688454153,-9.39405688454153,False,2,2,False,-9.447567669650669,0.9989588786409557,-9.420630033224702,0.33029442961874156,1.0
BCCOBQSFUDVTJQ-UHFFFAOYSA-N,1.0119224225897885,-0.298797328734367,15,-0.3013027709487498,-0.3013027709487498,-0.298797328734367,-0.298797328734367,True,2,2,False,0.5298394061140296,0.2929175113097153,-0.6342503831095415,0.12061691253791128,0.035807220944173566
BCPQALWAROJVLE-UHFFFAOYSA-N,-9.690036470356548,-9.690036470356548,2,-9.792040416969172,-9.792040416969172,-9.690036470356548,-9.690036470356548,True,2,2,False,-12.754727105289579,0.9989588786409557,-13.908243822753095,0.34623401818455607,0.1286816713363286
BCQMBFHBDZVHKU-UHFFFAOYSA-N,-9.136133813624511,-9.136133813624511,2,-9.238137760237137,-9.238137760237137,-9.136133813624511,-9.136133813624511,False,2,2,False,-9.29601006923409,0.9989588786409557,-9.275123742459387,0.3297829341535202,1.0
BCQZXOMGPXTTIC-UHFFFAOYSA-N,-0.11199974433942551,-0.11,7,-0.11308626498955418,-0.11308626498955418,-0.12,-0.12,False,4,4,False,-0.13910449863838503,0.1494374837431658,-0.11803064521470331,0.01440800209746713,1.0
