ikey,dHvap_kJmol
CRSOQBOWXPBRES-UHFFFAOYSA-N,23.124476435072584
CRVGTESFCCXCTH-UHFFFAOYSA-N,96.8148235828471
CRZQGDNQQAALAY-UHFFFAOYSA-N,57.39999999999999
CSCPPACGZOOCGX-UHFFFAOYSA-N,31.15504091121016
CSHWQDPOILHKBI-UHFFFAOYSA-N,121.29999999999998
CTAPFRYPJLPFDF-UHFFFAOYSA-N,36.900000000000006
CTDQAGUNKPRERK-UHFFFAOYSA-N,54.79999999999998
CTIKAHQFRQTTAY-UHFFFAOYSA-N,26.592592073064843
CTMHWPIWNRWQEG-UHFFFAOYSA-N,37.50000000000001
CTQNGGLPUBDAKN-UHFFFAOYSA-N,43.20104209680035
CUDSBWGCGSUXDB-UHFFFAOYSA-N,65.29590276327605
CUEFTLGHWYSCTO-UHFFFAOYSA-N,54.7
CUFNKYGDVFVPHO-UHFFFAOYSA-N,105.84415064000063
CUGDSQNIRNDFDX-UHFFFAOYSA-N,154.62656478728607
CUKAXHVLXKIPKF-UHFFFAOYSA-N,59.837286939872754
CUMCMYMKECWGHO-UHFFFAOYSA-N,39.8
CUPOOAWTRIURFT-UHFFFAOYSA-N,49.50000000000001
CUQVBEQXNAJKNB-UHFFFAOYSA-N,28.912774920855636
CURLTUGMZLYLDI-UHFFFAOYSA-N,25.597506205807147
CVIXMBCGUZGAQK-UHFFFAOYSA-N,30.299999999999997
CVKMFSAVYPAZTQ-UHFFFAOYSA-N,54.76087602841428
CWLNAJYDRSIKJS-UHFFFAOYSA-N,52.899999999999984
CWMPPVPFLSZGCY-UHFFFAOYSA-N,67.09956056584457
CWOMTHDOJCARBY-UHFFFAOYSA-N,58.20000000000003
CWRKZMLUDFBPAO-UHFFFAOYSA-N,59.63760250787374
CWRYPZZKDGJXCA-UHFFFAOYSA-N,67.5
CXBDYQVECUFKRK-UHFFFAOYSA-N,32.60348390490672
CXCHEKCRJQRVNG-UHFFFAOYSA-N,35.60559276808116
CXHPKSYTQFAXIN-UHFFFAOYSA-N,37.93479068697535
CXMXRPHRNRROMY-UHFFFAOYSA-N,124.80000000000004
CXOWYJMDMMMMJO-UHFFFAOYSA-N,32.3
CXOZQHPXKPDQGT-UHFFFAOYSA-N,30.23521089651063
CXURGFRDGROIKG-UHFFFAOYSA-N,56.00000000000001
CXYUCHDVLWUDNS-UHFFFAOYSA-N,30.86230747626296
CYEKUDPFXBLGHH-UHFFFAOYSA-N,72.64168828706529
CYEZJYAMLNTSKN-UHFFFAOYSA-N,38.66295639449447
CYFISWWGABYYRA-UHFFFAOYSA-N,89.09999999999997
CYGPPWVXOWCHJB-UHFFFAOYSA-N,50.76335523000316
CYHBDKTZDLSRMY-UHFFFAOYSA-N,58.526978918222
CYIFVRUOHKNECG-UHFFFAOYSA-N,79.54585492477749
CYNFEPKQDJHIMV-UHFFFAOYSA-N,66.29999999999998
CYNYIHKIEHGYOZ-UHFFFAOYSA-N,31.89999999999999
CYRMSUTZVYGINF-UHFFFAOYSA-N,26.06705257061805
CYTYCFOTNPOANT-UHFFFAOYSA-N,39.70000000000001
CYWROHZCELEGSE-UHFFFAOYSA-N,42.3306709008169
CYYZDBDROVLTJU-UHFFFAOYSA-N,76.60247271522479
CZDYPVPMEAXLPK-UHFFFAOYSA-N,25.604073117633472
CZHLPWNZCJEPJB-UHFFFAOYSA-N,37.2
CZMGLSVUJWHROB-UHFFFAOYSA-N,65.9
CZNGTXVOZOWWKM-UHFFFAOYSA-N,66.1
CZPWVGJYEJSRLH-UHFFFAOYSA-N,49.8
CZWSZZHGSNZRMW-UHFFFAOYSA-N,45.8
CZYFDZPOVORIRJ-UHFFFAOYSA-N,33.08498400258716
CZZYITDELCSZES-UHFFFAOYSA-N,68.1607002103614
DAFIBNSJXIGBQB-UHFFFAOYSA-N,27.618184910715755
DATYUTWESAKQQM-UHFFFAOYSA-N,80.80000000000003
DAZXVJBJRMWXJP-UHFFFAOYSA-N,27.96200161298098
DBQGARDMYOMOOS-UHFFFAOYSA-N,73.99999999999997
DBULLUBYDONGLT-UHFFFAOYSA-N,48.500000000000014
DCAYPVUWAIABOU-UHFFFAOYSA-N,83.25287394872868
DCKVNWZUADLDEH-UHFFFAOYSA-N,38.48669517599538
DCOQYOOGBVINTA-UHFFFAOYSA-N,63.99999999999998
DCSCXTJOXBUFGB-UHFFFAOYSA-N,58.80000000000002
DCTOHCCUXLBQMS-UHFFFAOYSA-N,54.925238418176285
DCWQLZUJMHEDKD-UHFFFAOYSA-N,40.243826087080855
DCXDVGKTBDNYRX-UHFFFAOYSA-N,54.816416078969056
DCXXMTOCNZCJGO-UHFFFAOYSA-N,236.20000000000007
DDEOKNGWYRTQDY-UHFFFAOYSA-N,165.7593439926809
DDTBPAQBQHZRDW-UHFFFAOYSA-N,64.05913220222091
DEDZSLCZHWTGOR-UHFFFAOYSA-N,44.60000000000001
DEOHUYGDZACDBU-UHFFFAOYSA-N,70.70000000000003
DFHLCCWFLMSKJI-UHFFFAOYSA-N,62.49999999999999
DFOXKPDFWGNLJU-UHFFFAOYSA-N,53.8
DFVOXRAAHOJJBN-UHFFFAOYSA-N,38.9
DFVZOZHFMOAJGM-UHFFFAOYSA-N,66.5
DFYRUELUNQRZTB-UHFFFAOYSA-N,106.47377270214584
DGEMPTLPTFNEHJ-UHFFFAOYSA-N,48.1
DGEZNRSVGBDHLK-UHFFFAOYSA-N,86.19999999999999
DGJAEYIZIUUWSJ-UHFFFAOYSA-N,59.9855231780009
DGKXDLCVQSQVBC-UHFFFAOYSA-N,53.80560994973431
DGLIBALSRMUQDD-UHFFFAOYSA-N,78.7
DGMIPKNXUDSQGI-UHFFFAOYSA-N,40.90642157373883
DGTNSSLYPYDJGL-UHFFFAOYSA-N,45.8
DGUBLKUCHAAUFT-UHFFFAOYSA-N,42.12334844364183
DGZUEIPKRRSMGK-UHFFFAOYSA-N,37.599999999999994
DHAZIUXMHRHVMP-UHFFFAOYSA-N,150.9303573328684
DHIVLKMGKIZOHF-UHFFFAOYSA-N,49.7
DHKHKXVYLBGOIT-UHFFFAOYSA-N,40.10593391566452
DHXVGJBLRPWPCS-UHFFFAOYSA-N,36.35181041830234
DHYHYLGCQVVLOQ-UHFFFAOYSA-N,63.400000000000006
DIGPMZDZIQAPIL-UHFFFAOYSA-N,184.04395274561864
DIKBFYAXUHHXCS-UHFFFAOYSA-N,46.10000000000001
DIOQZVSQGTUSAI-UHFFFAOYSA-N,51.0975203668447
DIQMPQMYFZXDAX-UHFFFAOYSA-N,44.39518314955225
DIVCBWJKVSFZKJ-UHFFFAOYSA-N,68.68928722352415
DJCYDDALXPHSHR-UHFFFAOYSA-N,65.70000000000002
DJNTZVRUYMHBTD-UHFFFAOYSA-N,96.0574564182375
DJYSEQMMCZAKGT-UHFFFAOYSA-N,42.099999999999994
DKCPKDPYUFEZCP-UHFFFAOYSA-N,67.4524453728378
DKGAVHZHDRPRBM-UHFFFAOYSA-N,46.93293163270978
DKKRDMLKVSKFMJ-UHFFFAOYSA-N,29.684826621653624
DKMROQRQHGEIOW-UHFFFAOYSA-N,65.42104614576449
DKPFZGUDAPQIHT-UHFFFAOYSA-N,42.37698236247349
DKRUJKKWJGNYQN-UHFFFAOYSA-N,94.5
DLABLFPCTXRQMY-UHFFFAOYSA-N,42.4
DLBXNAOGOGPJMI-UHFFFAOYSA-N,28.912774920855636
DLDSFSCPJCJKCK-UHFFFAOYSA-N,128.34838580528225
DLEGDLSLRSOURQ-UHFFFAOYSA-N,34.933026260373666
DLHQZZUEERVIGQ-UHFFFAOYSA-N,67.24553152604724
DLJAQEIAZPTWSB-UHFFFAOYSA-N,101.30000000000004
DLKQHBOKULLWDQ-UHFFFAOYSA-N,63.90000000000001
DLRJIFUOBPOJNS-UHFFFAOYSA-N,50.9
DLTWBMHADAJAAZ-UHFFFAOYSA-N,59.84308112590827
DMBHHRLKUKUOEG-UHFFFAOYSA-N,78.60374255514779
DMEGYFMYUHOHGS-UHFFFAOYSA-N,38.5
DMLAVOWQYNRWNQ-UHFFFAOYSA-N,72.79999999999998
DMQSHEKGGUOYJS-UHFFFAOYSA-N,45.29999999999999
DNIAPMSPPWPWGF-UHFFFAOYSA-N,65.99958047591292
DNJIEGIFACGWOD-UHFFFAOYSA-N,27.299999999999997
DOFZAZXDOSGAJZ-UHFFFAOYSA-N,76.69999999999997
DOGIHOCMZJUJNR-UHFFFAOYSA-N,44.5
DOIRQSBPFJWKBE-UHFFFAOYSA-N,102.53059025408822
DOJDQRFOTHOBEK-UHFFFAOYSA-N,67.13195740124203
DOWJXOHBNXRUOD-UHFFFAOYSA-N,84.50000000000003
DOYJTLUPPPUSMD-UHFFFAOYSA-N,48.500000000000014
DPBLXKKOBLCELK-UHFFFAOYSA-N,40.01251225867581
DPLGXGDPPMLJHN-UHFFFAOYSA-N,50.89061335333919
DPMZXMBOYHBELT-UHFFFAOYSA-N,51.20000000000001
DPUOLQHDNGRHBS-UHFFFAOYSA-N,154.49999999999994
DPVIABCMTHHTGB-UHFFFAOYSA-N,55.599999999999994
DPZNOMCNRMUKPS-UHFFFAOYSA-N,83.32923096096371
DQELOVNSWGCVQZ-UHFFFAOYSA-N,99.15145004374232
DQGSJTVMODPFBK-UHFFFAOYSA-N,70.49999999999997
DQQNMIPXXNPGCV-UHFFFAOYSA-N,32.15764533355694
DQWPFSLDHJDLRL-UHFFFAOYSA-N,55.70000000000002
DRLWCOCRWBVOMV-UHFFFAOYSA-N,91.90000000000003
DRTFPRNYUARGTQ-KTKRTIGZSA-L,53.864347921591275
DRUKNYVQGHETPO-UHFFFAOYSA-N,82.30000000000001
DSNHSQKRULAAEI-UHFFFAOYSA-N,52.5
DSSAZLXYIQIXGW-UHFFFAOYSA-N,47.29999999999999
DSSYKIVIOFKYAU-UHFFFAOYSA-N,55.234972209359434
DSTPUJAJSXTJHM-UHFFFAOYSA-N,70.22395519726592
DSXFPRKPFJRPIB-UHFFFAOYSA-N,47.9884124113985
DTCCTIQRPGSLPT-UHFFFAOYSA-N,44.94185151591199
DTOSIQBPPRVQHS-UHFFFAOYSA-N,128.02876929329574
DTUQWGWMVIHBKE-UHFFFAOYSA-N,58.124425420944576
DUAXUBMIVRZGCO-UHFFFAOYSA-N,46.72718506771191
DUDKKPVINWLFBI-UHFFFAOYSA-N,32.11445702526525
DUJMVKJJUANUMQ-UHFFFAOYSA-N,48.96829040270986
DULCUDSUACXJJC-UHFFFAOYSA-N,62.599999999999994
DUPUVYJQZSLSJB-UHFFFAOYSA-N,38.5
DURPTKYDGMDSBL-UHFFFAOYSA-N,44.70000000000001
DURQBSPXQWPALK-UHFFFAOYSA-N,89.70000000000002
DUXCSEISVMREAX-UHFFFAOYSA-N,59.903923336847384
DUXHPCUIYXFENO-UHFFFAOYSA-N,84.79999999999998
DUXYWXYOBMKGIN-UHFFFAOYSA-N,199.19999999999993
DVQWNQBEUKXONL-UHFFFAOYSA-N,65.29999999999998
DVWSXZIHSUZZKJ-UHFFFAOYSA-N,106.29999999999998
DVXXGJIEZNWCNE-UHFFFAOYSA-N,170.6
DWORILFBIRYUDC-UHFFFAOYSA-N,45.981522720532176
DWQXOILNGUCNSH-UHFFFAOYSA-N,66.79184310489973
DWUPJMHAPOQKGJ-UHFFFAOYSA-N,52.82106426481154
DXBHBZVCASKNBY-UHFFFAOYSA-N,101.2
DXBOTVWRXLQVMG-UHFFFAOYSA-N,44.20000000000001
DXJWXUJMLBHMHP-UHFFFAOYSA-N,61.4
DXWQOYPYNPSVRL-UHFFFAOYSA-N,69.40000000000003
DXYPGMZJNUIZMU-UHFFFAOYSA-N,56.999999999999986
DYDNPESBYVVLBO-UHFFFAOYSA-N,79.01935827130798
DYDYIBSLXXUTQU-UHFFFAOYSA-N,45.099999999999994
DYFXGORUJGZJCA-UHFFFAOYSA-N,85.91503337500647
DYUWQWMXZHDZOR-UHFFFAOYSA-N,65.19999999999999
DYWSVUBJGFTOQC-UHFFFAOYSA-N,75.91193842315127
DZIQUZJSNSZOCH-UHFFFAOYSA-N,61.99999999999999
DZJTZGHZAWTWGA-UHFFFAOYSA-N,43.29999999999999
DZMDPHNGKBEVRE-UHFFFAOYSA-N,47.49999999999999
DZNVIZQPWLDQHI-UHFFFAOYSA-N,79.09640897142695
FACBIRPZNJRFHX-UHFFFAOYSA-N,77.75320152743838
FAERCLVMZOAFPK-UHFFFAOYSA-N,42.4
FAMJUFMHYAFYNU-UHFFFAOYSA-N,52.553753457442134
FAPWRFPIFSIZLT-UHFFFAOYSA-M,295.7283401054695
FAQVGPWFQGGIPP-UHFFFAOYSA-N,53.45768564919574
FASUFOTUSHAIHG-UHFFFAOYSA-N,33.63896881130198
FAWUHEYSSPPNSH-UHFFFAOYSA-N,38.5
FAXDZWQIWUSWJH-UHFFFAOYSA-N,43.99999999999999
FBDAKDSWNVUHKR-UHFFFAOYSA-N,99.54907366674476
FBOFHVFMPNNIKN-UHFFFAOYSA-N,69.49373671758522
FBOXSOUKXNKMPJ-UHFFFAOYSA-N,70.09999999999997
FBTKIMWGAQACHU-UHFFFAOYSA-N,62.30000000000002
FBUKVWPVBMHYJY-UHFFFAOYSA-N,86.52936377686842
FBWYFZYJEAMPHJ-UHFFFAOYSA-N,30.621428062724913
FBXWCEKQCVOOLT-UHFFFAOYSA-N,69.79999999999997
FCBBRODPXVPZAH-UHFFFAOYSA-N,71.40000000000002
FCBJLBCGHCTPAQ-UHFFFAOYSA-N,32.82256548472257
FCDMDSDHBVPGGE-UHFFFAOYSA-N,50.0
FDMFUZHCIRHGRG-UHFFFAOYSA-N,22.0
FDPIMTJIUBPUKL-UHFFFAOYSA-N,37.993846227672776
FDQQNNZKEJIHMS-UHFFFAOYSA-N,77.87927212465713
FEFXFMQVSDTSPA-UHFFFAOYSA-N,37.3985137330818
FENFUOGYJVOCRY-UHFFFAOYSA-N,53.57139762753135
FEOFWXBYTMJIBA-UHFFFAOYSA-N,64.39999999999999
FERIUCNNQQJTOY-UHFFFAOYSA-N,57.44549655125317
FEWIGMWODIRUJM-UHFFFAOYSA-N,44.33662151369366
FEWJPZIEWOKRBE-UHFFFAOYSA-N,310.50568720489343
FEZKAPRRVNNJTK-UHFFFAOYSA-N,36.12146248203534
FFCSRWGYGMRBGD-UHFFFAOYSA-N,67.5
FFDKYFGBIQQMSR-UHFFFAOYSA-N,35.093220658714706
FFNPPILCLWBBLT-UHFFFAOYSA-N,128.09999999999997
FFOPEPMHKILNIT-UHFFFAOYSA-N,43.96277088840018
FFROMNOQCNVNIH-UHFFFAOYSA-N,47.49999999999999
FFWSICBKRCICMR-UHFFFAOYSA-N,45.341991230429066
FGDINYRLQOKVQS-UHFFFAOYSA-N,62.35405446631064
FGIOHOBVUCNHBY-UHFFFAOYSA-N,103.60000000000002
FGKJLKRYENPLQH-UHFFFAOYSA-N,141.5149408307552
FGLBSLMDCBOPQK-UHFFFAOYSA-N,42.60000000000001
FGPPDYNPZTUNIU-UHFFFAOYSA-N,60.17331028842462
FGQLGYBGTRHODR-UHFFFAOYSA-N,43.6
FGYBDASKYMSNCX-UHFFFAOYSA-N,33.500448320344915
FHHSSXNRVNXTBG-UHFFFAOYSA-N,35.87959103347732
FHJCGIUZJXWNET-UHFFFAOYSA-N,46.400000000000006
FHKSXSQHXQEMOK-UHFFFAOYSA-N,77.43895511369087
FIGVVZUWCLSUEI-UHFFFAOYSA-N,120.97280372447317
FIPPFBHCBUDBRR-UHFFFAOYSA-N,130.83117774810117
FIRXFHJQGIIJDB-UHFFFAOYSA-N,64.2
FITVQUMLGWRKKG-UHFFFAOYSA-N,37.39999999999999
FIUOBKZPFQPHFG-UHFFFAOYSA-N,279.70000000000005
FIWKORYTHDYMGF-UHFFFAOYSA-N,80.59999999999997
FJBFPHVGVWTDIP-UHFFFAOYSA-N,36.99999999999999
FJKIXWOMBXYWOQ-UHFFFAOYSA-N,28.247255915169116
FJPGAMCQJNLTJC-UHFFFAOYSA-N,40.759585352358506
FJSKXQVRKZTKSI-UHFFFAOYSA-N,37.57888933403921
FJVGFBFLXXDIAP-UHFFFAOYSA-N,58.50000000000001
FKKCIOTUMHPTSB-UHFFFAOYSA-N,36.500914169604116
FKNQCJSGGFJEIZ-UHFFFAOYSA-N,44.397643088883704
FKRCODPIKNYEAC-UHFFFAOYSA-N,38.96519760413662
FKUPPRZPSYCDRS-UHFFFAOYSA-N,79.10000000000002
FKUQOQPBCHJHAP-UHFFFAOYSA-N,74.79999999999998
FLAUPKROWSGZNB-UHFFFAOYSA-N,29.4
FLIACVVOZYBSBS-UHFFFAOYSA-N,100.65703009453873
FLKPEMZONWLCSK-UHFFFAOYSA-N,83.5
FLNHUBDFYWZFMU-UHFFFAOYSA-N,101.2
FLNMQGISZVYIIK-UHFFFAOYSA-N,53.3
FLTJDUOFAQWHDF-UHFFFAOYSA-N,37.3
FMAIALVMJJUXSB-UHFFFAOYSA-N,66.79999999999997
FMFQACYAOAGSEB-UHFFFAOYSA-N,43.50000000000001
FMKOJHQHASLBPH-UHFFFAOYSA-N,34.099999999999994
FMMWHPNWAFZXNH-UHFFFAOYSA-N,111.40000000000003
FMNLVKMLDPGPRY-UHFFFAOYSA-N,39.29999999999999
FMWLUWPQPKEARP-UHFFFAOYSA-N,31.787125201360116
FMWQBCIADYCYHB-UHFFFAOYSA-N,35.83281127299755
FNAZRRHPUDJQCJ-UHFFFAOYSA-N,105.28271353467257
FNEPSTUXZLEUCK-UHFFFAOYSA-N,98.90000000000002
FOEWNRTZASNZJY-UHFFFAOYSA-N,79.12116003499384
FOJGPFUFFHWGFQ-UHFFFAOYSA-N,44.9
FOJKZJAPKUOYKR-UHFFFAOYSA-N,56.02743238140311
FOTKYAAJKYLFFN-UHFFFAOYSA-N,120.19999999999996
FOTXAJDDGPYIFU-UHFFFAOYSA-N,29.711359931466607
FOYHNROGBXVLLX-UHFFFAOYSA-N,65.9
FPAQLJHSZVFKES-UHFFFAOYSA-N,168.73459978601736
FPCCDPXRNNVUOM-UHFFFAOYSA-N,96.71828899103296
FPHJEGKXYDHDRD-UHFFFAOYSA-N,31.380068401556144
FPLNRAYTBIFSFW-UHFFFAOYSA-N,143.46182058448738
FPWNLURCHDRMHC-UHFFFAOYSA-N,71.59999999999997
FPYJFEHAWHCUMM-UHFFFAOYSA-N,51.279983292277066
FQAMAOOEZDRHHB-UHFFFAOYSA-N,32.9
FQYUGAXHZSQHMU-UHFFFAOYSA-N,39.2842816114943
FRDAATYAJDYRNW-UHFFFAOYSA-N,54.25914653686392
FRLZQXRXIKQFNS-UHFFFAOYSA-N,64.50000000000003
FRNLBIWVMVNNAZ-UHFFFAOYSA-N,69.79999999999997
FRPZMMHWLSIFAZ-UHFFFAOYSA-N,75.55735921299828
FSWCCQWDVGZMRD-UHFFFAOYSA-N,36.29999999999999
FTAORUVBXKFVDA-UHFFFAOYSA-N,69.00000000000003
FTBUKOLPOATXGV-UHFFFAOYSA-N,84.7
FTJPDYTXORWVLU-UHFFFAOYSA-N,213.49999999999997
FTOVXSOBNPWTSH-UHFFFAOYSA-N,110.4
FTXUQEKXCJSWMO-UHFFFAOYSA-N,58.999999999999986
FTYAXYWEDPWJCJ-UHFFFAOYSA-N,43.175844825208216
FTZILAQGHINQQR-UHFFFAOYSA-N,43.94335632245693
FTZQXOJYPFINKJ-UHFFFAOYSA-N,52.00000000000001
FUBGRVHGQADOJI-UHFFFAOYSA-N,73.72488984853993
FUCOMWZKWIEKRK-UHFFFAOYSA-N,48.99999999999999
FUDNBFMOXDUIIE-UHFFFAOYSA-N,51.594700733270265
FUDUTAVRRCALAT-UHFFFAOYSA-N,168.84304821816457
FUGYGGDSWSUORM-UHFFFAOYSA-N,69.94682790912552
FUIRUFXAVIHAQB-UHFFFAOYSA-N,45.100550670440086
FUPIVZHYVSCYLX-UHFFFAOYSA-N,54.20000000000002
FUSUHKVFWTUUBE-UHFFFAOYSA-N,32.47210848705952
FUUPYXUBNPJSOA-UHFFFAOYSA-N,68.39999999999999
FUZZWVXGSFPDMH-UHFFFAOYSA-N,102.30666449475862
FVSKHRXBFJPNKK-UHFFFAOYSA-N,36.900000000000006
FWBUWJHWAKTPHI-UHFFFAOYSA-N,124.27758491053508
FWFSEYBSWVRWGL-UHFFFAOYSA-N,49.50000000000001
FWWQKRXKHIRPJY-UHFFFAOYSA-N,113.4206186032474
FXHGMKSSBGDXIY-UHFFFAOYSA-N,47.39503088167249
FXHOOIRPVKKKFG-UHFFFAOYSA-N,50.44255622594207
FXJKNCDSABKERB-UHFFFAOYSA-N,71.69999999999997
FXKJJAAVRNCTIT-UHFFFAOYSA-N,415.4598336335277
FXLOVSHXALFLKQ-UHFFFAOYSA-N,58.18248574707645
FXNDIJDIPNCZQJ-UHFFFAOYSA-N,35.32838977522412
FXNFFCMITPHEIT-UHFFFAOYSA-N,82.92155800922191
FXOGYMXDUYOYKR-UHFFFAOYSA-N,120.93292193402117
FYGHSUNMUKGBRK-UHFFFAOYSA-N,48.99999999999999
FYTRVXSHONWYNE-UHFFFAOYSA-N,67.00000000000001
FYUUBXZYRPRIHC-UHFFFAOYSA-N,38.695619410649755
FZBNQIWPYCUPAP-UHFFFAOYSA-N,63.19999999999999
FZERHIULMFGESH-UHFFFAOYSA-N,86.55479073789414
FZIBCCGGICGWBP-UHFFFAOYSA-N,49.759191879085755
FZJUFJKVIYFBSY-UHFFFAOYSA-N,63.450234463755926
FZKCAHQKNJXICB-UHFFFAOYSA-N,55.3
FZMPLKVGINKUJZ-UHFFFAOYSA-N,38.96138518129522
FZQMZRXKWHQJAG-UHFFFAOYSA-N,38.66295639449447
FZSPYHREEHYLCB-UHFFFAOYSA-N,56.6
FZXRXKLUIMKDEL-UHFFFAOYSA-N,46.15016976278504
GAEKPEKOJKCEMS-UHFFFAOYSA-N,53.28562633714282
GBBZLMLLFVFKJM-UHFFFAOYSA-N,49.8
GBCKRQRXNXQQPW-UHFFFAOYSA-N,33.58557187129453
GBDZXPJXOMHESU-UHFFFAOYSA-N,60.1
GBGBXUYACWXKPV-UHFFFAOYSA-N,79.7
GBGPVUAOTCNZPT-UHFFFAOYSA-N,54.242296292764664
GBMSZXWHMSSBGP-UHFFFAOYSA-N,40.498599135780395
GCDPERPXPREHJF-UHFFFAOYSA-N,79.90000000000002
GCFKTDRTZYDRBI-UHFFFAOYSA-N,45.2
GCGFXFIPOBRMQT-UHFFFAOYSA-N,45.2
GCGLVJDTQORHQD-UHFFFAOYSA-N,323.99999999999994
GDCYEUOAZVKNHT-UHFFFAOYSA-N,70.70000000000003
GDHXJNRAJRCGMX-UHFFFAOYSA-N,53.39999999999999
GDNSCKFMUMBMIC-UHFFFAOYSA-N,70.0
GDOPTJXRTPNYNR-UHFFFAOYSA-N,31.417867718588735
GDXHBFHOEYVPED-UHFFFAOYSA-N,58.80000000000002
GDXMMBDEMOUTNS-UHFFFAOYSA-N,47.7
GEKRISJWBAIIAA-UHFFFAOYSA-N,48.5314151823498
GELJRWJPYZKUPR-UHFFFAOYSA-N,40.243826087080855
GELMWIVBBPAMIO-UHFFFAOYSA-N,38.56484179557514
GELVZYOEQVJIRR-UHFFFAOYSA-N,45.099999999999994
GELXVDNNZSIRQA-UHFFFAOYSA-N,41.47669278365208
GENRYAJRHIWOJI-UHFFFAOYSA-N,25.67412400722663
GEOWCLRLLWTHDN-UHFFFAOYSA-N,52.899999999999984
GETTZEONDQJALK-UHFFFAOYSA-N,37.1
GEVKGFRTXNJNKK-UHFFFAOYSA-N,34.889002710645144
GFIWSSUBVYLTRF-UHFFFAOYSA-N,106.4
GGBJHURWWWLEQH-UHFFFAOYSA-N,49.1
GGYVTHJIUNGKFZ-UHFFFAOYSA-N,60.3
GHBKCPRDHLITSE-UHFFFAOYSA-N,34.699999999999996
GHBSPIPJMLAMEP-UHFFFAOYSA-N,74.22688200190692
GHGNRQPVGKFJIR-UHFFFAOYSA-N,32.24421487100464
GHMLBKRAJCXXBS-UHFFFAOYSA-N,78.40000000000002
GHPODDMCSOYWNE-UHFFFAOYSA-N,54.899999999999984
GHRAJKIIZHDCNR-UHFFFAOYSA-N,28.02989138188308
GIAFURWZWWWBQT-UHFFFAOYSA-N,73.60000000000002
GIEMHYCMBGELGY-UHFFFAOYSA-N,71.6669512109895
GIEZWIDCIFCQPS-UHFFFAOYSA-N,37.99999999999999
GIFWAJGKWIDXMY-UHFFFAOYSA-N,65.40000000000002
GIJGXNFNUUFEGH-UHFFFAOYSA-N,41.78354077546312
GILIYJDBJZWGBG-UHFFFAOYSA-N,44.79999999999999
GISVICWQYMUPJF-UHFFFAOYSA-N,59.05312413952053
GITITJADGZYSRL-UHFFFAOYSA-N,48.0135739076581
GIXDJNPUPVJXBG-UHFFFAOYSA-N,49.9
GJCOSYZMQJWQCA-UHFFFAOYSA-N,73.40000000000003
GJFNRSDCSTVPCJ-UHFFFAOYSA-N,76.69999999999997
GJHFJEJDNBVOKV-UHFFFAOYSA-N,99.01761931179736
GJNNIRNIXNLOJP-UHFFFAOYSA-N,90.85105691356615
GJQIMXVRFNLMTB-UHFFFAOYSA-N,66.15978207125815
GJRQTCIYDGXPES-UHFFFAOYSA-N,40.189015774785666
GJSGGHOYGKMUPT-UHFFFAOYSA-N,77.30000000000003
GJWGZSBNFSBUPX-UHFFFAOYSA-N,78.1607946477534
GJYMQFMQRRNLCY-UHFFFAOYSA-N,45.2717381113648
GJYXGIIWJFZCLN-UHFFFAOYSA-N,59.93714089475891
GKASDNZWUGIAMG-UHFFFAOYSA-N,46.9
GKCPCPKXFGQXGS-UHFFFAOYSA-N,39.400000000000006
GKEUODMJRFDLJY-UHFFFAOYSA-N,78.0
GKLDBVSGPOBVQI-UHFFFAOYSA-N,57.20000000000001
GKPOMITUDGXOSB-UHFFFAOYSA-N,42.89309676808635
GKQMCKLMLLVAAI-UHFFFAOYSA-N,36.400000000000006
GKXZMEXQUWZGJK-UHFFFAOYSA-N,35.757615202283006
GLDOVTGHNKAZLK-UHFFFAOYSA-N,121.07131584999198
GLPAVTPSAJIFMB-UHFFFAOYSA-N,162.23400134961724
GLYJVQDYLFAUFC-UHFFFAOYSA-N,197.7994077790655
GLZPCOQZEFWAFX-UHFFFAOYSA-N,64.06805065976087
GMEONFUTDYJSNV-UHFFFAOYSA-N,62.2309794577655
GMLDCZYTIPCVMO-UHFFFAOYSA-N,36.8
GMSCBRSQMRDRCD-UHFFFAOYSA-N,100.5166902721492
GNECQVKDNNGLCG-UHFFFAOYSA-N,164.51117923310449
GNKZMNRKLCTJAY-UHFFFAOYSA-N,60.7
GNUGVECARVKIPH-UHFFFAOYSA-N,29.920473048776635
GNVRJGIVDSQCOP-UHFFFAOYSA-N,34.075985239781
GOBGVVAHHOUMDK-UHFFFAOYSA-N,37.50000000000001
GOHPTLYPQCTZSE-UHFFFAOYSA-N,142.76695107708483
GOKKOFHHJFGZHW-UHFFFAOYSA-N,55.385333754380454
GOOHAUXETOMSMM-UHFFFAOYSA-N,27.805595220047607
GOORECODRBZTKF-UHFFFAOYSA-N,68.60000000000001
GOPWDGSRSNYABC-UHFFFAOYSA-N,40.243826087080855
GOQYKNQRPGWPLP-UHFFFAOYSA-N,114.1174337154452
GOWUDHPKGOIDIX-UHFFFAOYSA-N,63.99999999999998
GOYDNIKZWGIXJT-UHFFFAOYSA-N,36.20000000000001
GPBUTTSWJNPYJL-UHFFFAOYSA-N,48.99999999999999
GPKRWHGIASNHBE-UHFFFAOYSA-N,41.84394537851408
GPRIERYVMZVKTC-UHFFFAOYSA-N,136.09999999999994
GPSFYJDZKSRMKZ-UHFFFAOYSA-N,44.76154068769315
GQEZCXVZFLOKMC-UHFFFAOYSA-N,80.52029575187247
GQHTUMJGOHRCHB-UHFFFAOYSA-N,69.3
